Exit Date,Product Number,Launch Date,Product Description,ACV Fall,Future Product Policy,ACV Spg,Present Product Policy,Theme,NIP ($),On Shelf,Item ID,Margin,Case Pack,RRP
,70315,,Clay’s Rumble Blade,,,,,Nexo Knights,,,,,,49.99
,70316,,Jestro’s Evil Mobile,,,,,Nexo Knights,,,,,,74.99
,70317,,The Fortrex,,,,,Nexo Knights,,,,,,129.99
,70318,,The Glob Lobber,,,,,Nexo Knights,,,,,,12.99
,70319,,Macy’s Thunder Mace,,,,,Nexo Knights,,,,,,24.99
,70320,,Aaron Fox’s Aero-Striker V2,,,,,Nexo Knights,,,,,,39.99
,70321,,General Magmar's Siege Machine of Doom,,,,,Nexo Knights,,,,,,59.99
,70322,,Axl’s Tower Carrier,,,,,Nexo Knights,,,,,,89.99
,70323,,Jestro’s Volcano Lair,,,,,Nexo Knights,,,,,,149.99
,70324,,Merlok's Library 2.0,,,,,Nexo Knights,,,,,,29.99
,70325,,Infernox captures the Queen,,,,,Nexo Knights,,,,,,29.99
,70326,,The Black Knight Mech,,,,,Nexo Knights,,,,,,49.99
,70327,,The King's Mech,,,,,Nexo Knights,,,,,,39.99
,70330,,ULTIMATE Clay,,,,,Nexo Knights,,,,,,12.99
,70331,,ULTIMATE Macy,,,,,Nexo Knights,,,,,,12.99
,70332,,ULTIMATE Aaron,,,,,Nexo Knights,,,,,,12.99
,70333,,ULTIMATE Robin,,,,,Nexo Knights,,,,,,12.99
,70334,,Ultimate Beast Master,,,,,Nexo Knights,,,,,,12.99
,70335,,ULTIMATE Lavaria,,,,,Nexo Knights,,,,,,12.99
,70336,,Ultimate Axl,,,,,Nexo Knights,,,,,,12.99
,70337,,Ultimate Lance,,,,,Nexo Knights,,,,,,12.99
,70338,,Ultimate General Magmar,,,,,Nexo Knights,,,,,,12.99
,70339,,Ultimate Flama,,,,,Nexo Knights,,,,,,12.99
,70588,,Titanium Ninja Tumbler,,,,,Ninjago,,,,,,39.99
,70589,,Rock Roader,,,,,Ninjago,,,,,,49.99
,70590,,Airjitzu Battle Grounds,,,,,Ninjago,,,,,,74.99
,70591,,Kryptarium Prison Breakout,,,,,Ninjago,,,,,,24.99
,70592,,Salvage M.E.C.,,,,,Ninjago,,,,,,49.99
,70593,,The Green NRG Dragon,,,,,Ninjago,,,,,,59.99
,70594,,The Lighthouse Siege,,,,,Ninjago,,,,,,89.99
,70595,,Ultra Stealth Raider,,,,,Ninjago,,,,,,129.99
,70596,,Samurai X Cave Chaos,,,,,Ninjago,,,,,,149.99
,70599,,Cole's Dragon,,,,,Ninjago,,,,,,12.99
,70600,,Ninja Bike Chase,,,,,Ninjago,,,,,,24.99
,70601,,Sky Shark,,,,,Ninjago,,,,,,24.99
,70602,,Jay’s Elemental Dragon,,,,,Ninjago,,,,,,39.99
,70603,,Raid Zeppelin,,,,,Ninjago,,,,,,39.99
,70604,,Tiger Widow Island,,,,,Ninjago,,,,,,59.99
,70605,,Misfortune’s Keep,,,,,Ninjago,,,,,,99.99
12/31/2016,70730,8/1/2015,Chain Cycle Ambush,0,D,0,,LEGO® Ninjago,27.99,August,6099828,30%,3,39.99
12/31/2016,70731,8/1/2015,Jay Walker One,0,D,0,,LEGO® Ninjago,34.99,August,6099830,30%,2,49.99
12/31/2016,70732,8/1/2015,City of Stiix,0,D,0,,LEGO® Ninjago,90.99,August,6099832,30%,2,129.99
12/31/2016,70733,8/1/2015,Blaster Bike,0,A,0,,LEGO® Ninjago,17.49,August,6099834,30%,4,24.99
12/31/2016,70734,8/1/2015,Master Wu Dragon,0,A,0,,LEGO® Ninjago,34.99,August,6099836,30%,4,49.99
12/31/2016,70735,8/1/2015,Ronin R.E.X.,0,A,0,,LEGO® Ninjago,41.99,August,6099838,30%,3,59.99
12/31/2016,70736,8/1/2015,Attack of the Morro Dragon,0,A,0,,LEGO® Ninjago,62.99,August,6099840,30%,4,89.99
12/31/2016,70737,8/1/2015,Titan Mech Battle,0,A,0,,LEGO® Ninjago,52.49,August,6099842,30%,3,74.99
12/31/2016,70738,8/1/2015,Final Flight of Destiny's Bounty,0,A,0,,LEGO® Ninjago,104.99,August,6099844,30%,2,149.99
12/31/2016,70739,7/1/2015,Airjitzu Kai Flyer,0,C,0,,LEGO® Ninjago,9.09,July,6099846,30%,4,12.99
12/31/2016,70740,7/1/2015,Airjitzu Jay Flyer,0,C,0,,LEGO® Ninjago,9.09,July,6099848,30%,4,12.99
12/31/2016,70741,7/1/2015,Airjitzu Cole Flyer,0,C,0,,LEGO® Ninjago,9.09,July,6099850,30%,4,12.99
12/31/2016,70742,7/1/2015,Airjitzu Zane Flyer,0,C,0,,LEGO® Ninjago,9.09,July,6099852,30%,4,12.99
12/31/2016,70743,7/1/2015,Airjitzu Morro Flyer,0,C,0,,LEGO® Ninjago,9.09,July,6099854,30%,4,12.99
12/31/2016,70744,7/1/2015,Airjitzu Wrayth Flyer,0,C,0,,LEGO® Ninjago,9.09,July,6099856,30%,4,12.99
12/31/2015,70745,3/1/2015,Anacondrai Crusher,0,A,0,A,LEGO® Ninjago,17.49,March,6099858,30%,4,24.99
7/31/2016,70746,3/1/2015,Condrai Copter Attack,0,A,0,A,LEGO® Ninjago,27.99,March,6099860,30%,3,39.99
7/31/2016,70747,3/1/2015,Boulder Blaster,0,A,0,A,LEGO® Ninjago,27.99,March,6099862,30%,3,39.99
7/31/2016,70748,3/1/2015,Titanium Dragon,0,A,0,A,LEGO® Ninjago,34.99,March,6099864,30%,4,49.99
7/31/2016,70749,3/1/2015,Enter the Serpent,0,A,0,A,LEGO® Ninjago,52.49,March,6099866,30%,3,74.99
12/31/2015,70750,3/1/2015,Ninja DB X,0,A,0,A,LEGO® Ninjago,69.99,March,6099868,30%,3,99.99
12/31/2018,70751,9/1/2015,Temple of Airjitzu,0,B,0,,LEGO® Ninjago,160.99,September,6099870,30%,2,229.99
12/31/2015,70753,3/1/2015,Lava Falls,0,C,0,C,LEGO® Ninjago,6.99,March,6099874,30%,5,9.99
12/31/2015,70754,3/1/2015,ElectroMech,0,A,0,A,LEGO® Ninjago,12.59,March,6099876,30%,5,17.99
7/31/2016,70755,3/1/2015,Jungle Raider,0,A,0,A,LEGO® Ninjago,17.49,March,6099878,30%,3,24.99
12/31/2015,70756,3/1/2015,Dojo Showdown,0,D,0,D,LEGO® Ninjago,20.99,March,6099880,30%,3,29.99
,75821,,Confidential - PT IP A_2016_1,,,,,Angry Birds,,,,,,15.99
,75822,,Confidential -PT IP A_2016_2,,,,,Angry Birds,,,,,,24.99
,75823,,Confidential -PT IP A_2016_3,,,,,Angry Birds,,,,,,39.99
,75824,,Confidential - PT IP A_2016_4,,,,,Angry Birds,,,,,,49.99
,75825,,Confidential -PT IP A_2016_5,,,,,Angry Birds,,,,,,74.99
,75826,,Confidential -PT IP A_2016_6,,,,,Angry Birds,,,,,,109.99
,75827,,Firehouse Headquarters,,,,,Ghostbusters,,,,,,399.99
,75828,,Ghostbusters_2,,,,,Ghostbusters,,,,,,74.99
12/31/2016,75915,5/1/2015,Pteranodon Capture,0,A,0,A,LEGO® Jurassic World™,17.49,May,6103341,30%,4,24.99
12/31/2016,75916,5/1/2015,Dilophosaurus Ambush,0,A,0,A,LEGO® Jurassic World™,27.99,May,6103343,30%,3,39.99
12/31/2016,75917,5/1/2015,Raptor Rampage,0,C,0,C,LEGO® Jurassic World™,41.99,May,6103346,30%,4,59.99
12/31/2016,75918,5/1/2015,T. rex Tracker,0,A,0,A,LEGO® Jurassic World™,62.99,May,6103349,30%,3,89.99
12/31/2016,75919,5/1/2015,Indominus rex™ Breakout,0,A,0,A,LEGO® Jurassic World™,104.99,May,6103351,30%,2,149.99
12/31/2016,75900,8/1/2015,Mummy Museum Mystery,0,A,0,,LEGO® Scooby-Doo™,12.59,August,6100199,30%,8,17.99
12/31/2016,75901,8/1/2015,Mystery Plane Adventures,0,A,0,,LEGO® Scooby-Doo™,17.49,August,6100196,30%,4,24.99
12/31/2016,75902,8/1/2015,The Mystery Machine,0,A,0,,LEGO® Scooby-Doo™,27.99,August,6100193,30%,4,39.99
12/31/2016,75903,8/1/2015,Haunted Lighthouse,0,A,0,,LEGO® Scooby-Doo™,41.99,August,6100191,30%,3,59.99
12/31/2016,75904,8/1/2015,Mystery Mansion,0,A,0,,LEGO® Scooby-Doo™,76.99,August,6100188,30%,3,109.99
12/31/2016,71006,2/1/2014,The Simpsons™ House,0,B,0,B,LEGO® Simpsons™,160.99,Full Year,6059154,30%,2,229.99
12/31/2017,71016,5/1/2015,D2C 2015,0,B,0,B,LEGO® Simpsons™,160.99,May,6103460,30%,2,229.99
,75870,,Chevrolet Corvette Z06,,,,,Speed Champions,,,,,,17.99
,75871,,Ford Mustang GT,,,,,Speed Champions,,,,,,17.99
,75872,,Audi R18 e-tron quattro,,,,,Speed Champions,,,,,,17.99
,75873,,Audi R8 LMS ultra,,,,,Speed Champions,,,,,,17.99
,75874,,Chevrolet Camaro Drag Race,,,,,Speed Champions,,,,,,39.99
,75875,,Ford F-150 Raptor & Ford Model A Hot Rod,,,,,Speed Champions,,,,,,59.99
,75876,,Porsche 919 Hybrid and 917K Pit Lane,,,,,Speed Champions,,,,,,89.99
12/31/2016,75899,3/1/2015,LaFerrari,0,C,0,C,LEGO® Speed Champions,12.59,March,6100020,30%,6,17.99
12/31/2016,75908,3/1/2015,458 Italia GT2,0,C,0,C,LEGO® Speed Champions,12.59,March,6100018,30%,6,17.99
12/31/2016,75909,3/1/2015,McLaren P1™,0,C,0,C,LEGO® Speed Champions,12.59,March,6100016,30%,6,17.99
12/31/2016,75910,3/1/2015,Porsche 918 Spyder,0,C,0,C,LEGO® Speed Champions,12.59,March,6100013,30%,6,17.99
12/31/2016,75911,3/1/2015,McLaren Mercedes Pit Stop,0,A,0,A,LEGO® Speed Champions,27.99,March,6100012,30%,3,39.99
12/31/2016,75912,3/1/2015,Porsche 911 GT Finish Line,0,A,0,A,LEGO® Speed Champions,41.99,March,6100010,30%,3,59.99
12/31/2016,75913,3/1/2015,F14 T & Scuderia Ferrari Truck,0,A,0,A,LEGO® Speed Champions,90.99,March,6100008,30%,2,129.99
12/31/2016,10236,9/1/2013,Ewok™ Village,0,B,0,B,LEGO® Star Wars™,209.99,Full Year,6025079,30%,2,299.99
,66533,,Costco SW Collector CoPack1,,,,,Star Wars TM,,,,,,29.99
,66534,,Costco SW Collector CoPack2,,,,,Star Wars TM,,,,,,29.99
7/31/2016,75059,5/1/2014,Sandcrawler™,0,C,0,C,LEGO® Star Wars™,244.99,Full Year,6061446,30%,2,349.99
7/31/2016,75060,1/1/2015,Slave I™,0,B,0,B,LEGO® Star Wars™,160.99,January,6061449,30%,2,229.99
12/31/2016,75074,1/1/2015,Snowspeeder™,0,A,0,A,LEGO® Star Wars™,9.09,January,6100100,30%,5,12.99
12/31/2016,75075,1/1/2015,AT-AT™,0,A,0,A,LEGO® Star Wars™,9.09,January,6100102,30%,5,12.99
12/31/2016,75078,1/1/2015,Imperial Troop Transport,0,A,0,A,LEGO® Star Wars™,11.19,January,6100493,30%,8,15.99
12/31/2016,75079,1/1/2015,Shadow Troopers,0,A,0,A,LEGO® Star Wars™,11.19,January,6100496,30%,8,15.99
12/31/2016,75082,1/1/2015,TIE Advanced Prototype™,0,A,0,A,LEGO® Star Wars™,34.99,January,6100499,30%,4,49.99
12/31/2016,75085,1/1/2015,Hailfire Droid™,0,D,0,D,LEGO® Star Wars™,17.49,January,6100137,30%,6,24.99
12/31/2016,75086,1/1/2015,Battle Droid™ Troop Carrier,0,D,0,D,LEGO® Star Wars™,34.99,January,6100139,30%,4,49.99
12/31/2016,75087,1/1/2015,Anakin’s Custom Jedi Starfighter™,0,D,0,D,LEGO® Star Wars™,34.99,January,6100142,30%,4,49.99
12/31/2016,75088,1/1/2015,Senate Commando Troopers™,0,A,0,A,LEGO® Star Wars™,11.19,January,6100147,30%,8,15.99
12/31/2016,75089,1/1/2015,Geonosis Troopers™,0,A,0,A,LEGO® Star Wars™,11.19,January,6100153,30%,8,15.99
7/31/2017,75091,6/1/2015,Flash Speeder™,0,A,0,,LEGO® Star Wars™,27.99,June,6100575,30%,3,39.99
7/31/2017,75092,6/1/2015,Naboo Starfighter™,0,A,0,,LEGO® Star Wars™,41.99,June,6100610,30%,4,59.99
7/31/2017,75093,6/1/2015,Death Star™ Final Duel,0,A,0,,LEGO® Star Wars™,69.99,June,6100612,30%,3,99.99
7/31/2017,75094,6/1/2015,Imperial Shuttle Tydirium™,0,A,0,,LEGO® Star Wars™,83.99,June,6100616,30%,2,119.99
7/31/2017,75095,5/1/2015,TIE Fighter™,0,B,0,B,LEGO® Star Wars™,160.99,May,6100618,30%,2,229.99
7/31/2017,75096,8/1/2015,Sith Infiltrator™,0,D,0,,LEGO® Star Wars™,83.99,August,6100622,30%,3,119.99
12/31/2017,75098,10/1/2015,Star Wars Direct 2,0,B,0,,LEGO® Star Wars™,209.99,October,6100670,30%,2,299.99
12/31/2017,75099,9/4/2015,Star Wars Wolf 1,0,A,0,,LEGO® Star Wars™,17.49,September,6100672,30%,5,24.99
12/31/2017,75100,9/4/2015,Star Wars Wolf 2,0,A,0,,LEGO® Star Wars™,34.99,September,6100567,30%,4,49.99
12/31/2017,75101,9/4/2015,Star Wars Wolf 3,0,A,0,,LEGO® Star Wars™,62.99,September,6100572,30%,3,89.99
12/31/2017,75102,9/4/2015,Star Wars Wolf 4,0,A,0,,LEGO® Star Wars™,69.99,September,6100674,30%,3,99.99
12/31/2017,75103,9/4/2015,Star Wars Wolf 5,0,A,0,,LEGO® Star Wars™,76.99,September,6100676,30%,4,109.99
12/31/2017,75104,9/4/2015,Star Wars Wolf 6,0,A,0,,LEGO® Star Wars™,104.99,September,6100678,30%,3,149.99
12/31/2017,75105,9/4/2015,Star Wars Wolf 7,0,A,0,,LEGO® Star Wars™,125.99,September,6100680,30%,2,179.99
7/31/2017,75106,6/1/2015,Imperial Assault Carrier™,0,A,0,,LEGO® Star Wars™,104.99,June,6103853,30%,2,149.99
,75125,,Resistance X-Wing Fighter™,,,,,Star Wars TM,,,,,,12.99
,75126,,First Order Snowspeeder™,,,,,Star Wars TM,,,,,,12.99
,75127,,The Ghost™,,,,,Star Wars TM,,,,,,12.99
,75128,,TIE Advanced Prototype™,,,,,Star Wars TM,,,,,,12.99
,75129,,Wookiee™ Gunship,,,,,Star Wars TM,,,,,,12.99
,75130,,AT-DP™,,,,,Star Wars TM,,,,,,12.99
,75131,,Resistance Trooper Battle Pack,,,,,Star Wars TM,,,,,,15.99
,75132,,First Order Battle Pack,,,,,Star Wars TM,,,,,,15.99
,75133,,Rebel Alliance Battle Pack,,,,,Star Wars TM,,,,,,15.99
,75134,,Galactic Empire™ Battle Pack,,,,,Star Wars TM,,,,,,15.99
,75135,,Obi-Wan’s Jedi Interceptor™,,,,,Star Wars TM,,,,,,29.99
,75136,,Droid™ Escape Pod,,,,,Star Wars TM,,,,,,29.99
,75137,,Carbon-Freezing Chamber,,,,,Star Wars TM,,,,,,29.99
,75138,,Hoth™ Attack,,,,,Star Wars TM,,,,,,29.99
,75139,,Battle on Takodana™,,,,,Star Wars TM,,,,,,74.99
,75140,,Resistance Troop Transporter,,,,,Star Wars TM,,,,,,89.99
,75141,,Kanan's Speeder Bike™,,,,,Star Wars TM,,,,,,24.99
,75142,,Homing Spider Droid™,,,,,Star Wars TM,,,,,,39.99
,75145,,Confidential_TV Special 1,,,,,Star Wars TM,,,,,,39.99
,75146,,LEGO® Star Wars™ Advent Calendar,,,,,Star Wars TM,,,,,,49.99
,75147,,Confidential_TV Special 2,,,,,Star Wars TM,,,,,,59.99
,75148,,Confidential_Retail 5,,,,,Star Wars TM,,,,,,74.99
,75149,,Confidential_Retail 6,,,,,Star Wars TM,,,,,,99.99
,75150,,Vader’s TIE Advanced vs. A-Wing Starfigh,,,,,Star Wars TM,,,,,,119.99
,75151,,Clone Turbo Tank™,,,,,Star Wars TM,,,,,,139.99
,75152,,Confidential SW 9,,,,,Star Wars TM,,,,,,39.99
,75153,,Confidential SW 10,,,,,Star Wars TM,,,,,,49.99
,75154,,Confidential SW 11,,,,,Star Wars TM,,,,,,89.99
,75155,,Confidential SW 12,,,,,Star Wars TM,,,,,,99.99
,75156,,Confidential SW 13,,,,,Star Wars TM,,,,,,119.99
,75157,,Captain Rex’s AT-TE™,,,,,Star Wars TM,,,,,,149.99
,75158,,Rebel Combat Frigate,,,,,Star Wars TM,,,,,,149.99
,75159,,Confidential SW Direct 2,,,,,Star Wars TM,,,,,,599.99
12/31/2016,76025,1/1/2015,Green Lantern vs. Sinestro,0,A,0,A,LEGO® Super Heroes,17.49,January,6100856,30%,4,24.99
12/31/2016,76026,1/1/2015,Gorilla Grodd goes Bananas,0,A,0,A,LEGO® Super Heroes,41.99,January,6100858,30%,4,59.99
12/31/2016,76029,3/1/2015,Iron Man vs. Ultron,0,A,0,A,LEGO® Super Heroes,11.19,March,6100885,30%,5,15.99
12/31/2016,76030,3/1/2015,Avengers Hydra Showdown,0,A,0,A,LEGO® Super Heroes,17.49,March,6100887,30%,3,24.99
12/31/2016,76031,3/1/2015,The Hulk Buster Smash,0,A,0,A,LEGO® Super Heroes,27.99,March,6100890,30%,5,39.99
12/31/2016,76032,3/1/2015,The Avengers Quinjet City Chase,0,A,0,A,LEGO® Super Heroes,69.99,March,6100895,30%,3,99.99
12/31/2016,76034,8/1/2015,The Batboat Harbor Pursuit,0,C,0,,LEGO® Super Heroes,27.99,August,6100872,30%,3,39.99
12/31/2016,76035,8/1/2015,Jokerland,0,A,0,,LEGO® Super Heroes,104.99,August,6100874,30%,3,149.99
12/31/2016,76036,8/1/2015,Carnage’s SHIELD Sky Attack,0,A,0,,LEGO® Super Heroes,11.19,August,6100903,30%,5,15.99
12/31/2016,76037,8/1/2015,Rhino and Sandman Super Villain Team-up,0,A,0,,LEGO® Super Heroes,34.99,August,6100906,30%,4,49.99
12/31/2016,76038,3/1/2015,Attack on Avengers Tower,0,A,0,A,LEGO® Super Heroes,52.49,March,6102241,30%,3,74.99
12/31/2016,76042,3/1/2015,The SHIELD Helicarrier,0,B,0,B,LEGO® Super Heroes,279.99,March,6102252,30%,2,399.99
,76044,,Clash of the Heroes,,,,,Super Heroes,,,,,,15.99
,76045,,Kryptonite Interception,,,,,Super Heroes,,,,,,39.99
,76046,,Heroes of Justice: Sky High Battle,,,,,Super Heroes,,,,,,74.99
,76047,,Confidential Captain America Movie 3,,,,,Super Heroes,,,,,,39.99
,76048,,Iron Skull Sub Attack,,,,,Super Heroes,,,,,,39.99
,76049,,Avenjet Space Mission,,,,,Super Heroes,,,,,,74.99
,76050,,Confidential - Captain America Movie 1,,,,,Super Heroes,,,,,,24.99
,76051,,Confidential - Captain America Movie 2,,,,,Super Heroes,,,,,,99.99
,76052,,Confidential - Super Heroes,,,,,Super Heroes,,,,,,329.99
,76053,,Batman™: Gotham City Cycle Chase,,,,,Super Heroes,,,,,,24.99
,76054,,Batman™: Scarecrow™ Harvest of Fear,,,,,Super Heroes,,,,,,74.99
,76055,,Batman™: Killer Croc™ Sewer Smash,,,,,Super Heroes,,,,,,99.99
,76056,,Batman™: Rescue from Ra’s al Ghul™,,,,,Super Heroes,,,,,,39.99
,76057,,Spider-Man: Web Warriors Ultimate Bridge,,,,,Super Heroes,,,,,,129.99
,76058,,Spider-Man: Ghost Rider Team-up,,,,,Super Heroes,,,,,,24.99
,76059,,Spider-Man: Doc Ock’s Tentacle Trap,,,,,Super Heroes,,,,,,49.99
,76060,,Confidential Spider-Man 4,,,,,Super Heroes,,,,,,39.99
,76061,,Mighty Micros: Batman™ vs. Catwoman™,,,,,Super Heroes,,,,,,12.99
,76062,,Mighty Micros: Robin™ vs. Bane™,,,,,Super Heroes,,,,,,12.99
,76063,,Mighty Micros: The Flash™ vs. Captain Co,,,,,Super Heroes,,,,,,12.99
,76064,,Mighty Micros: Spider-Man vs. Green Gobl,,,,,Super Heroes,,,,,,12.99
,76065,,Mighty Micros: Captain America vs. Red S,,,,,Super Heroes,,,,,,12.99
,76066,,Mighty Micros: Hulk vs. Ultron,,,,,Super Heroes,,,,,,12.99
,76067,,Confidential Marvel 2016 MDP,,,,,Super Heroes,,,,,,39.99
12/31/2016,10600,1/1/2015,Disney Pixar Cars™ Classic Race,0,C,0,C,LEGO® DUPLO® brand Disney Pixar Cars,20.99,January,6101298,30%,2,29.99
12/31/2017,10597,8/1/2015,Mickey & Minnie Birthday Parade,0,C,0,,LEGO® DUPLO® brand Disney™,20.99,August,6101313,30%,2,29.99
,10827,,Mickey & Friends Beach House,,,,,DUPLO Disney TM,,,,,,44.99
,10829,,Mickey's Workshop,,,,,DUPLO Disney TM,,,,,,24.99
,10830,,Minnie's Café,,,,,DUPLO Disney TM,,,,,,24.99
12/31/2017,10605,8/1/2015,Doc McStuffins Rosie the Ambulance,0,C,0,,LEGO® DUPLO® brand Disney Doc McStuffins,17.49,August,6101245,30%,2,24.99
12/31/2017,10606,8/1/2015,Doc McStuffins Backyard Clinic,0,C,0,,LEGO® DUPLO® brand Disney Doc McStuffins,24.49,August,6101251,30%,2,34.99
,10828,,Doc McStuffins´ Pet Vet Care,,,,,DUPLO Doc McStuffins,,,,,,29.99
,10824,,Miles' Space Adventures,,,,,DUPLO Miles,,,,,,24.99
,10825,,Miles´ Exo-Flex Suit,,,,,DUPLO Miles,,,,,,29.99
,10826,,Miles' Stellosphere Hangar,,,,,DUPLO Miles,,,,,,44.99
12/31/2016,10558,6/1/2014,Number Train,0,C,0,C,LEGO® DUPLO® My First,12.99,Full Year,6070184,35%,2,19.99
5/31/2016,10565,9/1/2014,LEGO® DUPLO® Creative Suitcase,0,C,0,C,LEGO® DUPLO® My First,45.49,Full Year,6059045,35%,2,69.99
12/31/2016,10570,3/1/2014,LEGO® DUPLO® All-in-One-Gift-Set,0,C,0,C,LEGO® DUPLO® My First,11.69,Full Year,6059069,35%,4,17.99
12/31/2016,10571,3/1/2014,LEGO® DUPLO® All-in-One-Pink-Box-of-Fun,0,C,0,C,LEGO® DUPLO® My First,22.74,Full Year,6059071,35%,2,34.99
12/31/2016,10572,3/1/2014,LEGO® DUPLO® All-in-One-Box-of-Fun,0,C,0,C,LEGO® DUPLO® My First,22.74,Full Year,6059074,35%,2,34.99
12/31/2016,10573,1/1/2014,Creative Animals,0,C,0,C,LEGO® DUPLO® My First,9.74,Full Year,6060860,35%,2,14.99
12/31/2016,10580,8/1/2014,LEGO® DUPLO® Deluxe Box of fun,0,C,0,C,LEGO® DUPLO® My First,38.99,Full Year,6062469,35%,2,59.99
12/31/2017,10603,8/1/2015,My First Bus,0,C,0,,LEGO® DUPLO® My First,9.29,August,6101216,38%,2,14.99
12/31/2017,10615,1/1/2015,My First Tractor,0,C,0,C,LEGO® DUPLO® My First,9.29,January,6101218,38%,4,14.99
12/31/2017,10616,1/1/2015,My First Playhouse,0,C,0,C,LEGO® DUPLO® My First,12.39,January,6101220,38%,2,19.99
12/31/2017,10617,1/1/2015,My First Farm,0,C,0,C,LEGO® DUPLO® My First,12.39,January,6101223,38%,2,19.99
12/31/2016,10618,1/1/2015,LEGO® DUPLO® Creative Building Box,0,B,0,B,LEGO® DUPLO® My First,19.79,January,6101227,34%,2,29.99
12/31/2016,10622,8/1/2015,LEGO® DUPLO® Large Creative Box,0,C,0,,LEGO® DUPLO® My First,46.19,August,6101229,34%,2,69.99
,10815,,My First Rocket,,,,,DUPLO My First,,,,,,12.99
,10816,,My First Cars and Trucks,,,,,DUPLO My First,,,,,,24.99
,10817,,LEGO® DUPLO® Creative Chest,,,,,DUPLO My First,,,,,,39.99
,10818,,My First Truck,,,,,DUPLO My First,,,,,,19.99
,10819,,My First Garden,,,,,DUPLO My First,,,,,,19.99
,10820,,LEGO® DUPLO® Creative Building Basket,,,,,DUPLO My First,,,,,,74.99
,10831,,My First Caterpillar,,,,,DUPLO My First,,,,,,12.99
12/31/2017,2304,10/1/2014,LEGO® DUPLO® Large Green Building Plate,0,E,0,E,LEGO® DUPLO® My First,12.39,Full Year,6108930,38%,14,19.99
12/31/2016,10596,1/1/2015,Disney Princess™ Collection,0,C,0,C,LEGO® DUPLO® brand Disney Princess™,31.49,January,6101309,30%,2,44.99
12/31/2016,10594,1/1/2015,Sofia the First Royal Stable,0,C,0,C,LEGO® DUPLO® brand Disney Sofia the First™,20.99,January,6101175,30%,2,29.99
12/31/2017,10595,1/1/2015,Sofia the First Royal Castle,0,C,0,C,LEGO® DUPLO® brand Disney Sofia the First™,34.99,January,6101180,30%,2,49.99
,10822,,Sofia the First Magical Carriage,,,,,DUPLO Sofia the First,,,,,,39.99
12/31/2015,10544,8/1/2014,The Joker Challenge,0,C,0,C,LEGO® DUPLO® Super Heroes,20.99,Full Year,6061859,30%,2,29.99
12/31/2016,10599,8/1/2015,Batman Adventure,0,C,0,,LEGO® DUPLO® Super Heroes,27.99,August,6101186,30%,2,39.99
12/31/2018,10607,10/1/2015,Spider-Man Web-Bike Workshop,0,C,0,,LEGO® DUPLO® Super Heroes,10.49,October,6117616,30%,6,14.99
12/31/2018,10608,10/1/2015,Spider-Man Spider Truck Adventure,0,C,0,,LEGO® DUPLO® Super Heroes,20.99,October,6117620,30%,2,29.99
12/31/2016,10505,8/1/2014,Play House,0,C,0,C,LEGO® DUPLO® Town,45.49,Full Year,6070795,35%,2,69.99
12/31/2017,10506,2/1/2014,Train Accessory Set,0,C,0,C,LEGO® DUPLO® Town,16.24,Full Year,6069959,35%,2,24.99
12/31/2017,10507,2/1/2014,My First Train Set,0,C,0,C,LEGO® DUPLO® Town,32.49,Full Year,6069962,35%,2,49.99
12/31/2017,10508,2/1/2014,Deluxe Train Set,0,C,0,C,LEGO® DUPLO® Town,80.59,Full Year,6069964,38%,2,129.99
12/31/2016,10524,1/1/2014,Farm Tractor,0,C,0,C,LEGO® DUPLO® Town,16.24,Full Year,6061843,35%,2,24.99
12/31/2016,10525,1/1/2014,Big Farm,0,C,0,C,LEGO® DUPLO® Town,38.99,Full Year,6061845,35%,2,59.99
12/31/2018,10581,3/1/2015,Forest: Ducks,0,C,0,C,LEGO® DUPLO® Town,8.05,March,6101235,38%,4,12.99
12/31/2018,10582,3/1/2015,Forest: Animals,0,C,0,C,LEGO® DUPLO® Town,15.49,March,6101237,38%,2,24.99
12/31/2018,10584,3/1/2015,Forest: Park,0,C,0,C,LEGO® DUPLO® Town,43.39,March,6101242,38%,2,69.99
12/31/2018,10586,1/1/2015,Ice Cream Truck,0,C,0,C,LEGO® DUPLO® Town,9.29,January,6101263,38%,4,14.99
12/31/2018,10587,1/1/2015,Café,0,C,0,C,LEGO® DUPLO® Town,15.49,January,6101268,38%,2,24.99
12/31/2018,10589,1/1/2015,Rally Car,0,C,0,C,LEGO® DUPLO® Town,9.29,January,6101282,38%,4,14.99
12/31/2018,10590,1/1/2015,Airport,0,C,0,C,LEGO® DUPLO® Town,15.49,January,6101284,38%,2,24.99
12/31/2018,10591,8/1/2015,Fire Boat,0,C,0,,LEGO® DUPLO® Town,9.29,August,6101231,38%,2,14.99
12/31/2018,10592,8/1/2015,Fire Truck,0,C,0,,LEGO® DUPLO® Town,18.59,August,6101233,38%,2,29.99
12/31/2018,10593,8/1/2015,Fire Station,0,C,0,,LEGO® DUPLO® Town,37.19,August,6101287,38%,2,59.99
12/31/2018,10601,8/1/2015,LEGO® DUPLO® Truck,0,C,0,,LEGO® DUPLO® Town,12.39,August,6101290,38%,2,19.99
,10801,,Baby Animals,,,,,DUPLO Town,,,,,,12.99
,10802,,Savanna,,,,,DUPLO Town,,,,,,24.99
,10803,,Arctic,,,,,DUPLO Town,,,,,,39.99
,10804,,Jungle,,,,,DUPLO Town,,,,,,64.99
