"sku","manufacturer","manufacturer_sku","ean_barcode","price (ex VAT)"
"Saxby_Lighting_43832","Saxby Lighting",43832,5017588438328,"7,75"
"Saxby_Lighting_43833","Saxby Lighting",43833,5017588438335,"7,75"
"Saxby_Lighting_43834","Saxby Lighting",43834,5017588438342,"7,75"
"Ideal_Standard_E3333GE","Ideal Standard","E3333GE",5017830361619,"7,76"
"Twyford_WF4335CP","Twyford","WF4335CP",5024959003818,"7,78"
"Saxby_Lighting_DL309C","Saxby Lighting","DL309C",5017588174905,"7,812"
"Saxby_Lighting_DL309SS","Saxby Lighting","DL309SS",5017588174912,"7,812"
"Aqualux_1118699","Aqualux",1118699,8711331250300,"7,87"
"Aqualux_1155991","Aqualux",1155991,8718315059195,"7,87"
"Aqualux_1155999","Aqualux",1155999,8718315059270,"7,87"
"Aqualux_1123419","Aqualux",1123419,8711331281809,"7,87"
"Bristan_VLV 04051B","Bristan","VLV 04051B",5014869027028,"7,87"
"Franke_133.0036.526","Franke","133.0036.526",7612213076647,"7,8718"
"Armitage_Shanks_S466201","Armitage Shanks","S466201",5012001220160,"7,936"
"Croydex_QM641141","Croydex","QM641141",5012044076335,"7,96"
"Croydex_QM641941","Croydex","QM641941",5012044076380,"7,96"
"Ideal_Standard_E3334GE","Ideal Standard","E3334GE",5017830361626,"7,96"
"Croydex_AE287624","Croydex","AE287624",5012044085191,"7,9645"
"Croydex_AE287731","Croydex","AE287731",5012044087003,"7,9645"
"Croydex_AE287815","Croydex","AE287815",5012044087010,"7,9645"
"Croydex_AE289232","Croydex","AE289232",5012044087355,"7,9645"
"Croydex_AM168541","Croydex","AM168541",5012044089397,"7,9645"
"Croydex_BB201017","Croydex","BB201017",5012044010568,"7,9645"
"Croydex_BB201024","Croydex","BB201024",5012044003775,"7,9645"
"Croydex_QM421741","Croydex","QM421741",5012044085467,"7,97"
"Croydex_QM431741","Croydex","QM431741",5012044085535,"7,97"
"Bristan_W SNK3 C","Bristan","W SNK3 C",5014868698571,"7,98"
"Bristan_R 1/2 AC","Bristan","R 1/2 AC",5014868689135,"7,98"
"Bristan_VLV 04051","Bristan","VLV 04051",5014869027004,"7,98"
"Bristan_HOSE107 C","Bristan","HOSE107 C",5014868983141,"7,98"
"Croydex_QA103841","Croydex","QA103841",5012044078469,"7,98"
"Mira_1.1540.279","Mira","1.1540.279",5013181021660,"7,9833"
"Saxby_Lighting_46414","Saxby Lighting",46414,5017588464143,"7,998"
"Saxby_Lighting_3TH113SS","Saxby Lighting","3TH113SS",5017588172185,"7,998"
"Saxby_Lighting_46416","Saxby Lighting",46416,5017588464167,"7,998"
"GROHE_13929000","GROHE",13929000,4005176025440,"8,03"
"Saxby_Lighting_47731","Saxby Lighting",47731,5017588477310,"8,06"
"Saxby_Lighting_47733","Saxby Lighting",47733,5017588477334,"8,06"
"Saxby_Lighting_47735","Saxby Lighting",47735,5017588477358,"8,06"
"Saxby_Lighting_43810","Saxby Lighting",43810,5017588438106,"8,06"
"Saxby_Lighting_14046","Saxby Lighting",14046,5017588361176,"8,06"
"Saxby_Lighting_14047","Saxby Lighting",14047,5017588361183,"8,06"
"Deva_BBN PK12","Deva","BBN PK12",5011632658168,"8,07"
"Croydex_AE543424","Croydex","AE543424",5012044049148,"8,08"
"Abode_AB2421","Abode","AB2421",5060048386011,"8,0917"
"Mira_1.1603.102.1","Mira","1.1603.102.1",5013181035223,"8,117"
"Bristan_WMNT 06803ACSET-BL","Bristan","WMNT 06803ACSET-BL",5014869029954,"8,14"
"Mira_1.0.411.83.1","Mira","1.0.411.83.1",5013181411836,"8,14"
"Saxby_Lighting_43831","Saxby Lighting",43831,105017588438311,"8,16"
"Croydex_QM581741","Croydex","QM581741",5012044078421,"8,22"
"Mira_2.1605.150","Mira","2.1605.150",5013181042900,"8,2215"
"Croydex_AE543440","Croydex","AE543440",5012044061591,"8,23"
"GROHE_37105K00","GROHE","37105K00",4005176141904,"8,3"
"GROHE_47167000","GROHE",47167000,4005176010125,"8,3"
"Ideal_Standard_E4447AA","Ideal Standard","E4447AA",5017830293682,"8,3"
"Bristan_CART 06706","Bristan","CART 06706",5014868996615,"8,31"
"Mira_1.450.16.3","Mira","1.450.16.3",5013181013764,"8,325"
"Nabis_WLSNABR08C","Nabis","WLSNABR08C",5029125471408,"8,325"
"Croydex_AD1000 22","Croydex","AD1000 22",5012044031334,"8,33"
"Bristan_W BSN14 C","Bristan","W BSN14 C",5014868971940,"8,42"
"Bristan_HAND117 C","Bristan","HAND117 C",5014869110133,"8,42"
"Bristan_HOSE111 C","Bristan","HOSE111 C",5014868986265,"8,42"
"Bristan_TW DISH C","Bristan","TW DISH C",5014869041420,"8,42"
"Bristan_R 1/2 MT","Bristan","R 1/2 MT",5014868689159,"8,42"
"Bristan_BTE C","Bristan","BTE C",5014868965062,"8,42"
"Bristan_HOSE117 C","Bristan","HOSE117 C",5014869035023,"8,42"
"Bristan_TW RING C","Bristan","TW RING C",5014869041406,"8,42"
"Ideal_Standard_E4448AA","Ideal Standard","E4448AA",5017830293590,"8,43"
"Ideal_Standard_E6030AA","Ideal Standard","E6030AA",5017830114482,"8,4653"
"Aqualux_1143815","Aqualux",1143815,8718315000449,"8,48"
"Aqualux_1115476","Aqualux",1115476,8711331250201,"8,48"
"Aqualux_1125499","Aqualux",1125499,8711331252403,"8,48"
"Aqualux_1113589","Aqualux",1113589,8711331282400,"8,48"
"Ideal_Standard_E622767","Ideal Standard","E622767",5017830382126,"8,48"
"GROHE_40369000","GROHE",40369000,4005176829154,"8,49"
"GROHE_40372000","GROHE",40372000,4005176833441,"8,49"
"GROHE_40366000","GROHE",40366000,4005176829123,"8,49"
"Croydex_AG300024","Croydex","AG300024",5012044081926,"8,4922"
"Croydex_AG300032","Croydex","AG300032",5012044081933,"8,4922"
"Croydex_AH220515","Croydex","AH220515",5012044079671,"8,4922"
"Croydex_AH220615","Croydex","AH220615",5012044079688,"8,4922"
"Croydex_AH220924","Croydex","AH220924",5012044084439,"8,4922"
"Croydex_AM160332","Croydex","AM160332",5012044073105,"8,5"
"Croydex_AF159022","Croydex","AF159022",5012040000000,"8,5"
"Croydex_QM641841","Croydex","QM641841",5012044076373,"8,5"
"Croydex_AF159017","Croydex","AF159017",5012040000000,"8,5"
"Croydex_AF159084","Croydex","AF159084",5012044066565,"8,5"
"Croydex_AM159741","Croydex","AM159741",5012044077660,"8,501"
"Croydex_AM169141","Croydex","AM169141",5012044089526,"8,501"
"Mira_1.1663.168.1","Mira","1.1663.168.1",5013181037944,"8,531"
"GROHE_37100SH0","GROHE","37100SH0",4005176142093,"8,59"
"GROHE_27595000","GROHE",27595000,4005176895937,"8,59"
"Croydex_QM360841","Croydex","QM360841",5012044075031,"8,65"
"Saxby_Lighting_47734","Saxby Lighting",47734,5017588477341,"8,68"
"Saxby_Lighting_47736","Saxby Lighting",47736,5017588477365,"8,68"
"Saxby_Lighting_3TH139W","Saxby Lighting","3TH139W",5017588172215,"8,68"
"Saxby_Lighting_3TH193SS","Saxby Lighting","3TH193SS",5017588172222,"8,68"
"Saxby_Lighting_OL3B","Saxby Lighting","OL3B",5017588177777,"8,68"
"Saxby_Lighting_RP150","Saxby Lighting","RP150",5017588958024,"8,68"
"Saxby_Lighting_RP150B","Saxby Lighting","RP150B",5017588958031,"8,68"
"Saxby_Lighting_11063","Saxby Lighting",11063,5017588913269,"8,68"
"Saxby_Lighting_14002","Saxby Lighting",14002,5017588359746,"8,68"
"Saxby_Lighting_14003","Saxby Lighting",14003,5017588359739,"8,68"
"Armitage_Shanks_S916067","Armitage Shanks","S916067",5012001220306,"8,71"
"Croydex_BD203022","Croydex","BD203022",5012044004093,"8,7568"
"Croydex_AM150822","Croydex","AM150822",5012044058478,"8,76"
"Croydex_AM150841","Croydex","AM150841",5012044058492,"8,76"
"Triton_TSARCSLIDW","Triton","TSARCSLIDW",5012663011984,"8,78"
"Rada_1.1495.117","Rada","1.1495.117",5013181032178,"8,81"
"Mira_1.411.96.1.0","Mira","1.411.96.1.0",5013181411966,"8,825"
"Armitage_Shanks_S914167","Armitage Shanks","S914167",5012001211601,"8,86"
"Bristan_SO HOOK C","Bristan","SO HOOK C",5014868704685,"8,87"
"Deva_DFV001","Deva","DFV001",5011632058739,"8,9"
"Nabis_WLSNABH02C","Nabis","WLSNABH02C",5029125471392,"8,9"
"Franke_112.0050.251","Franke","112.0050.251",7612404001397,"8,925"
"Franke_112.0050.246","Franke","112.0050.246",7612404001410,"8,925"
"Franke_112.0050.250","Franke","112.0050.250",7612404001380,"8,925"
"Croydex_QA103041","Croydex","QA103041",5012044078568,"8,94"
"GROHE_28605000","GROHE",28605000,4005176041105,"8,97"
"Saxby_Lighting_48121","Saxby Lighting",48121,5017588481218,"8,99"
"Saxby_Lighting_3TH139SS","Saxby Lighting","3TH139SS",5017588172208,"8,99"
"Saxby_Lighting_3TRASS1M","Saxby Lighting","3TRASS1M",5017588172451,"8,99"
"Deva_SKA221","Deva","SKA221",5011632062491,9
"Armitage_Shanks_S914567","Armitage Shanks","S914567",5012001211618,"9,01"
"Croydex_AD108441PC","Croydex","AD108441PC",5029125559564,"9,03"
"Croydex_QM511741","Croydex","QM511741",5012044086099,"9,03"
"Croydex_AM163041","Croydex","AM163041",5012044078810,"9,0302"
"Croydex_PA116122","Croydex","PA116122",5012044084699,"9,0302"
"Croydex_AJ322241","Croydex","AJ322241",5012044079862,"9,0302"
"Croydex_AJ332241","Croydex","AJ332241",5012044079879,"9,0302"
"Croydex_QM471741","Croydex","QM471741",5012044085887,"9,0302"
"Croydex_AJ342241","Croydex","AJ342241",5012044079886,"9,0302"
"Croydex_QM206641","Croydex","QM206641",5012044054845,"9,05"
"Triton_AMJ784 C","Triton","AMJ784 C",5013942001306,"9,1083"
"Mira_1.449.03.1.0","Mira","1.449.03.1.0",5013181003550,"9,1583"
"Mira_1.416.41.4.0","Mira","1.416.41.4.0",5013181416411,"9,1583"
"Saxby_Lighting_POLGU10","Saxby Lighting","POLGU10",5017588209454,"9,238"
"Rada_1.1621.115","Rada","1.1621.115",5013181060713,"9,27"
"Croydex_GP85000","Croydex","GP85000",5013106850009,"9,3"
"Croydex_GP85001","Croydex","GP85001",5013106850016,"9,3"
"Saxby_Lighting_43838","Saxby Lighting",43838,105017588438380,"9,3"
"Saxby_Lighting_43839","Saxby Lighting",43839,105017588438397,"9,3"
"Saxby_Lighting_43840","Saxby Lighting",43840,105017588438403,"9,3"
"Saxby_Lighting_43841","Saxby Lighting",43841,105017588438410,"9,3"
"Saxby_Lighting_43842","Saxby Lighting",43842,105017588438427,"9,3"
"Saxby_Lighting_43843","Saxby Lighting",43843,105017588438434,"9,3"
"Saxby_Lighting_43844","Saxby Lighting",43844,105017588438441,"9,3"
"Saxby_Lighting_43845","Saxby Lighting",43845,105017588438458,"9,3"
"Saxby_Lighting_43846","Saxby Lighting",43846,105017588438465,"9,3"
"Saxby_Lighting_43848","Saxby Lighting",43848,105017588438489,"9,3"
"Saxby_Lighting_43849","Saxby Lighting",43849,105017588438496,"9,3"
"Saxby_Lighting_43851","Saxby Lighting",43851,105017588438519,"9,3"
"Saxby_Lighting_43852","Saxby Lighting",43852,105017588438526,"9,3"
"Saxby_Lighting_43853","Saxby Lighting",43853,105017588438533,"9,3"
"Saxby_Lighting_43854","Saxby Lighting",43854,105017588438540,"9,3"
"Saxby_Lighting_43855","Saxby Lighting",43855,105017588438557,"9,3"
"Saxby_Lighting_43856","Saxby Lighting",43856,105017588438564,"9,3"
"Saxby_Lighting_43858","Saxby Lighting",43858,105017588438588,"9,3"
"Saxby_Lighting_46896","Saxby Lighting",46896,5017588468967,"9,3"
"Saxby_Lighting_48172","Saxby Lighting",48172,5017588481720,"9,3"
"Saxby_Lighting_MR00101","Saxby Lighting","MR00101",5017588257639,"9,3"
"Saxby_Lighting_MR00102","Saxby Lighting","MR00102",5017588257646,"9,3"
"Saxby_Lighting_RP500","Saxby Lighting","RP500",5017588958048,"9,3"
"Saxby_Lighting_RP500B","Saxby Lighting","RP500B",5017588958055,"9,3"
"Saxby_Lighting_11071","Saxby Lighting",11071,5017588913344,"9,3"
"Saxby_Lighting_11112","Saxby Lighting",11112,5017588915485,"9,3"
"Saxby_Lighting_13861","Saxby Lighting",13861,5017588319290,"9,3"
"Saxby_Lighting_13864","Saxby Lighting",13864,5017588322580,"9,3"
"Saxby_Lighting_16523","Saxby Lighting",16523,5017588165231,"9,3"
"Saxby_Lighting_40337","Saxby Lighting",40337,5017588403371,"9,3"
"Saxby_Lighting_40338","Saxby Lighting",40338,5017588403388,"9,3"
"Saxby_Lighting_40339","Saxby Lighting",40339,5017588403395,"9,3"
"Saxby_Lighting_43619","Saxby Lighting",43619,5017588436195,"9,3"
"Saxby_Lighting_43621","Saxby Lighting",43621,5017588436218,"9,3"
"Saxby_Lighting_14048","Saxby Lighting",14048,5017588361190,"9,3"
"Saxby_Lighting_14049","Saxby Lighting",14049,5017588361206,"9,3"
"Saxby_Lighting_14052","Saxby Lighting",14052,5017588361237,"9,3"
"Saxby_Lighting_14053","Saxby Lighting",14053,5017588361244,"9,3"
"Bristan_W BSN3 G","Bristan","W BSN3 G",5014868699417,"9,31"
"Bristan_HOSE108 C","Bristan","HOSE108 C",5014868983233,"9,31"
"Armitage_Shanks_S919567","Armitage Shanks","S919567",5012001220511,"9,32"
"Deva_HOS1.5CPS01","Deva","HOS1.5CPS01",5011632665753,"9,38"
"Croydex_QA107305","Croydex","QA107305",5012044078551,"9,4"
"Ideal_Standard_A9129AA","Ideal Standard","A9129AA",4015413328159,"9,41"
"Rada_1.936.95.2.0","Rada","1.936.95.2.0",5013181936957,"9,44"
"Croydex_QM202641","Croydex","QM202641",5012044042675,"9,52"
"Mira_1.0.413.12.1","Mira","1.0.413.12.1",5013181413120,"9,537"
"Triton_TSRRRIG1M","Triton","TSRRRIG1M",5012663013094,"9,55"
"Croydex_AJ292241","Croydex","AJ292241",5012044079831,"9,5579"
"Croydex_AJ302241","Croydex","AJ302241",5012044079848,"9,5579"
"Croydex_AJ312241","Croydex","AJ312241",5012044079855,"9,5579"
"Croydex_QM411141","Croydex","QM411141",5012044085337,"9,56"
"Croydex_QM641541","Croydex","QM641541",5012044076359,"9,56"
"Bristan_FH100 C","Bristan","FH100 C",5014868982441,"9,5833"
"Saxby_Lighting_3PTR122W","Saxby Lighting","3PTR122W",5017588177968,"9,61"
"Saxby_Lighting_46415","Saxby Lighting",46415,5017588464150,"9,61"
"Saxby_Lighting_46417","Saxby Lighting",46417,5017588464174,"9,61"
"Bristan_VLV 04050B","Bristan","VLV 04050B",5014869026991,"9,625"
"Ideal_Standard_E015767","Ideal Standard","E015767",5017830328827,"9,63"
"Croydex_GP 85195","Croydex","GP 85195",5029125203580,"9,65"
"Aqualux_1121427","Aqualux",1121427,8711331251406,"9,69"
"Aqualux_1138401","Aqualux",1138401,8711331021009,"9,69"
"Aqualux_1115894","Aqualux",1115894,8711331280208,"9,69"
"Aqualux_1120449","Aqualux",1120449,8711331280307,"9,69"
"Aqualux_1138397","Aqualux",1138397,8711331020965,"9,69"
"Mira_2.1605.199","Mira","2.1605.199",5013181045246,"9,715"
"Mira_2.1605.127","Mira","2.1605.127",5013181041880,"9,715"
"Franke_112.0049.583","Franke","112.0049.583",7612980084623,"9,73"
"Bristan_W BSN11 G","Bristan","W BSN11 G",5014868972749,"9,74"
"Bristan_W BSN6 G","Bristan","W BSN6 G",5014868699455,"9,74"
"Bristan_W SET3 C","Bristan","W SET3 C",5014868699608,"9,75"
"Bristan_HOSE113 C","Bristan","HOSE113 C",5014868986289,"9,75"
"Bristan_WO2 C","Bristan","WO2 C",5014869036440,"9,75"
"Bristan_TW HOLD C","Bristan","TW HOLD C",5014869041413,"9,76"
"Bristan_VE HOOK C","Bristan","VE HOOK C",5014869105573,"9,76"
"Bristan_PM HOLD C","Bristan","PM HOLD C",5014868964621,"9,76"
"Ideal_Standard_S891067","Ideal Standard","S891067",5012001207468,"9,79"
"Deva_FHC004","Deva","FHC004",5011632651695,"9,81"
"Deva_FHC006","Deva","FHC006",5011632651763,"9,81"
"Croydex_GP85100","Croydex","GP85100",5013106851006,"9,83"
"Croydex_GP85101","Croydex","GP85101",5013106851013,"9,83"
"GROHE_37104K00","GROHE","37104K00",4005176160844,"9,83"
"GROHE_13927000","GROHE",13927000,4005176005541,"9,83"
"Croydex_QM581341","Croydex","QM581341",5012044078346,"9,87"
"Bristan_ON CH WHT","Bristan","ON CH WHT",5014868987217,"9,8917"
"Mira_SPSK0056J","Mira","SPSK0056J",5013181009873,"9,9035"
"Saxby_Lighting_48169","Saxby Lighting",48169,5017588481690,"9,92"
"Saxby_Lighting_3PTR122SS","Saxby Lighting","3PTR122SS",5017588177951,"9,92"
"Saxby_Lighting_3TRAW1M","Saxby Lighting","3TRAW1M",5017588172482,"9,92"
"Saxby_Lighting_G2521313","Saxby Lighting","G2521313",5017588256861,"9,92"
"Saxby_Lighting_LEDLEGA","Saxby Lighting","LEDLEGA",5017588912613,"9,92"
"Saxby_Lighting_11066","Saxby Lighting",11066,5017588913290,"9,92"
"Saxby_Lighting_13765","Saxby Lighting",13765,5017588314769,"9,92"
"Saxby_Lighting_42313","Saxby Lighting",42313,5017588423133,"9,92"
"Saxby_Lighting_42314","Saxby Lighting",42314,5017588423140,"9,92"
"Saxby_Lighting_42315","Saxby Lighting",42315,5017588423157,"9,92"
"Saxby_Lighting_42316","Saxby Lighting",42316,5017588423164,"9,92"
"Saxby_Lighting_42317","Saxby Lighting",42317,5017588423171,"9,92"
"Saxby_Lighting_42318","Saxby Lighting",42318,5017588423188,"9,92"
"Saxby_Lighting_42321","Saxby Lighting",42321,5017588423218,"9,92"
"Saxby_Lighting_42322","Saxby Lighting",42322,5017588423225,"9,92"
"Saxby_Lighting_43278","Saxby Lighting",43278,5017588432784,"9,92"
"Saxby_Lighting_43282","Saxby Lighting",43282,5017588432821,"9,92"
"Saxby_Lighting_43637","Saxby Lighting",43637,5017588436379,"9,92"
"Saxby_Lighting_43655","Saxby Lighting",43655,5017588436553,"9,92"
"Saxby_Lighting_14020","Saxby Lighting",14020,5017588360735,"9,92"
"Saxby_Lighting_14021","Saxby Lighting",14021,5017588360742,"9,92"
"Croydex_QM589141","Croydex","QM589141",5012044078438,"9,98"
"Deva_HOS1.5CPW04","Deva","HOS1.5CPW04",5011632665760,10
"Deva_SPE06","Deva","SPE06",5011632665944,10
"Mira_1.916.92.1.0","Mira","1.916.92.1.0",5013181916928,10
"Ideal_Standard_A9115AA","Ideal Standard","A9115AA",4015413327886,"10,05"
"Croydex_AM157441","Croydex","AM157441",5012044076922,"10,0871"
"Croydex_QM390641","Croydex","QM390641",5012044085221,"10,09"
"Croydex_QM360541","Croydex","QM360541",5012044075017,"10,09"
"Bristan_ON BH C","Bristan","ON BH C",5014868982601,"10,1417"
"Bristan_W SHW3 C","Bristan","W SHW3 C",5014868698502,"10,1833"
"Bristan_W BTH3 C","Bristan","W BTH3 C",5014868699530,"10,19"
"Bristan_N HOOK C","Bristan","N HOOK C",5014868690353,"10,2"
"Armitage_Shanks_S914067","Armitage Shanks","S914067",5012001211595,"10,2144"
"Saxby_Lighting_DM70","Saxby Lighting","DM70",5017588175513,"10,23"
"Aqualux_1126183","Aqualux",1126183,8711331010355,"10,3"
"Twyford_WF4330CP","Twyford","WF4330CP",5024959003764,"10,3"
"Croydex_GP85200PC","Croydex","GP85200PC",5029125559526,"10,34"
"Franke_133.0038.254","Franke","133.0038.254",7612213088169,"10,3595"
"Rada_1.463.07.2","Rada","1.463.07.2",5013181024074,"10,36"
"Aqualisa_223121","Aqualisa",223121,5023942013056,"10,4583"
"Bristan_KIT UNI RND1 C","Bristan","KIT UNI RND1 C",5014869113059,"10,5"
"Saxby_Lighting_46076","Saxby Lighting",46076,5017588460763,"10,54"
"Saxby_Lighting_47989","Saxby Lighting",47989,5017588479895,"10,54"
"Saxby_Lighting_47990","Saxby Lighting",47990,5017588479901,"10,54"
"Saxby_Lighting_47991","Saxby Lighting",47991,5017588479918,"10,54"
"Saxby_Lighting_43802","Saxby Lighting",43802,5017588438021,"10,54"
"Saxby_Lighting_39977","Saxby Lighting",39977,5017588399773,"10,54"
"Saxby_Lighting_39978","Saxby Lighting",39978,5017588399780,"10,54"
"Triton_TSHMAMB1CH","Triton","TSHMAMB1CH",5012663019478,"10,55"
"Twyford_SF9225CP","Twyford","SF9225CP",5024959008226,"10,5583"
"Triton_AMJ191 C","Triton","AMJ191 C",5013942315502,"10,57"
"Croydex_AF553817","Croydex","AF553817",5012044057983,"10,6252"
"Croydex_AF583339","Croydex","AF583339",5012044086853,"10,6252"
"Croydex_AM157741","Croydex","AM157741",5012044076953,"10,6252"
"Croydex_AM163341","Croydex","AM163341",5012044078841,"10,6252"
"Croydex_QM411541","Croydex","QM411541",5012044085344,"10,63"
"Croydex_AD1010 00","Croydex","AD1010 00",5012044021458,"10,63"
"Croydex_QM461541","Croydex","QM461541",5012044085696,"10,63"
"Croydex_QM441141","Croydex","QM441141",5012044085542,"10,63"
"Croydex_QM646641","Croydex","QM646641",5012044076410,"10,63"
"Croydex_QM451141","Croydex","QM451141",5012044085610,"10,63"
"Croydex_GP00801","Croydex","GP00801",5010572076568,"10,63"
"Croydex_AM160432","Croydex","AM160432",5012044073112,"10,63"
"Bristan_L SNUB C","Bristan","L SNUB C",5014868966298,"10,64"
"Bristan_HAND106 C","Bristan","HAND106 C",5014868982410,"10,64"
"Bristan_ARC C","Bristan","ARC C",5014869111369,"10,64"
"Bristan_PM DISH C","Bristan","PM DISH C",5014868964591,"10,64"
"Bristan_W VAN5 C","Bristan","W VAN5 C",5014868697970,"10,64"
"Bristan_L 3IN C","Bristan","L 3IN C",5014868694023,"10,64"
"Deva_BBN PK34","Deva","BBN PK34",5011632658175,"10,65"
"Deva_HEAH01","Deva","HEAH01",5011632665715,"10,7917"
"Rada_1.1531.049","Rada","1.1531.049",5013181030129,"10,81"
"Mira_1.801.08.1.0","Mira","1.801.08.1.0",5013181801088,"10,825"
"Saxby_Lighting_46402","Saxby Lighting",46402,5017588464020,"10,85"
"Saxby_Lighting_46403","Saxby Lighting",46403,5017588464037,"10,85"
"Saxby_Lighting_46404","Saxby Lighting",46404,5017588464044,"10,85"
"Saxby_Lighting_46405","Saxby Lighting",46405,5017588464051,"10,85"
"Saxby_Lighting_1124L","Saxby Lighting","1124L",5017588171652,"10,85"
"Saxby_Lighting_DM150","Saxby Lighting","DM150",5017588175506,"10,85"
"Saxby_Lighting_OL13B","Saxby Lighting","OL13B",5017588177760,"10,85"
"Saxby_Lighting_13933","Saxby Lighting",13933,5017588359043,"10,85"
"Saxby_Lighting_13934","Saxby Lighting",13934,5017588359050,"10,85"
"Triton_AME9002 S","Triton","AME9002 S",5013942314574,"10,85"
"Croydex_AM150322","Croydex","AM150322",5012044054449,"10,8883"
"Aqualux_1118010","Aqualux",1118010,8711331281403,"10,9"
"Armitage_Shanks_S465467","Armitage Shanks","S465467",5012001218358,"10,9"
"Triton_TSHMAIM1CH","Triton","TSHMAIM1CH",5012663019430,"10,9"
"Triton_TSHULIL1CH","Triton","TSHULIL1CH",5012663019447,"10,9"
"Bristan_VLV SB019RBCPA","Bristan","VLV SB019RBCPA",5014869028179,"10,95"
"Armitage_Shanks_S090701","Armitage Shanks","S090701",5012001665954,"10,96"
"Deva_SPE07","Deva","SPE07",5011632665951,"10,97"
"Deva_HOS1.75CPS02","Deva","HOS1.75CPS02",5011632666484,"10,97"
"Ideal_Standard_N1313AA","Ideal Standard","N1313AA",8014140348702,"11,01"
"Triton_AMJ0741 C","Triton","AMJ0741 C",5013942300645,"11,03"
"Croydex_GP00840PC","Croydex","GP00840PC",5029125559489,"11,06"
"Armitage_Shanks_S9005AA","Armitage Shanks","S9005AA",5012001189047,"11,08"
"Bristan_HOSE114 C","Bristan","HOSE114 C",5014868986319,"11,08"
"Bristan_R 3/4 AC","Bristan","R 3/4 AC",5014868689142,"11,08"
"Bristan_W BSN14 G","Bristan","W BSN14 G",5014868972794,"11,08"
"Croydex_AM160532","Croydex","AM160532",5012044073129,"11,15"
