street,name,country,chain,area,price,rooms
"Jl. Kresna, Legian",Violette Villas,Indonesia,,Legian,0,
Jalan Suli 42,Sooly Hotel & Restaurant,Indonesia,,Denpasar,0,
"Jl. Petitenget, Gang Cendrawasih 17",Villa Cendrawasih,Indonesia,,Seminyak,0,
Jalan Monkey Forest,Rice Paddies,Indonesia,,Ubud,0,
Jalan Bukit Hijau Gang Putri no 6,Kennetha Kost,Indonesia,,Jimbaran,0,
Jl. Jalak 13 No.8 ,Villa Jalak Kembar,Indonesia,,Canggu,0,
Jl.Blong Bidadari 99X,BasaNa Villa,Indonesia,,Jimbaran,0,
Desa Auman,BaliTrekk Boutique Hotel,Indonesia,,Batunya,0,
Jalan Karang Mas Sejahtera No. 88 ,The Mutiara Jimabaran Villas Bali,Indonesia,,Jimbaran,0,
 Saba Blahbatuh,Lor In Villa Resort Bali,Indonesia,,Saba Bai,0,
Jl. Raya Pengosekan,Pondok Manggis,Indonesia,,Ubud,0,
Jalan Tirtanadi No. 19,EdOTEL Denpasar,Indonesia,,Sanur,0,
Jl. By Pass Ngurah Rai No. 89,Villa Diamondstar Hill Hotel Bali,Indonesia,,Nusa Dua,0,
"Jalan Jepun I, Prana Gading Residences Blok A7-A9",Prana Gading Villas,Indonesia,,Jimbaran,0,
Jalan Seririt - Singaraja km 15,Bagus Homestay Lovina,Indonesia,,Lovina,0,
"Jl. Giri Dahari, GG Rajawali, no 1 ",Mutiara Homestay Jimbaran,Indonesia,,Jimbaran,0,
Jl. Cokroaminoto 61,Hotel Purnama,Indonesia,,Denpasar,0,
"Jl. Dewi Saraswati, Seminyak",Villa Manika,Indonesia,,Seminyak,0,
"Jalan Buyan Resort, Sukasada",Danau Buyan Resort,Indonesia,,Pancasari,0,
"Jl. Nyuh Bojog, Br. Nyuh Kuning",Coffee & Copper Hotel,Indonesia,,Ubud,0,
Jalan. Labuan Sait Pantai Suluban,Jaya Homestay,Indonesia,,Uluwatu,0,
Jl. Umalas 1 No. 81,Villa Uma,Indonesia,,Kerobokan,0,
Jl. Teuku Umar 183,All Seasons Denpasar,Indonesia,,Denpasar,0,
Jalan Bangkilesan,Mayura A Karma Retreat,Indonesia,,Ubud,0,
Tukad Musi Street no 3A,Puri Samaritan Hotel & Restaurant,Indonesia,,Denpasar,0,
"Jl. Raya Bunutan, Amed",Golden Buddha Bali,Indonesia,,Amed,0,
"Jalan Raya Tulamben, Kubu, Karangasem",Emerald Tulamben Hotel And Spa Bali,Indonesia,,Tulamben,0,
Jl. Sekarwaru Gang 3B No. 5,Bali Berg Villa,Indonesia,,Sanur,0,
"Jl. Karang Tenget No. 11 Ax, Tuban",Trisna Garden House,Indonesia,,Tuban,0,
Jalan Sriwijaya No 23,Premium Legian,Indonesia,,Legian,0,
"Br Bunutan, Kedewatan, Ubud, ",Bali Ubud Villa,Indonesia,,Ubud,0,
"Jl. Bedugul, Kuta",Bougenvile Hotel,Indonesia,,Kuta,0,
Jalan Raya LC Bukal,Griya Petapan,Indonesia,,Cempaga,0,
Jl. Batu Belig No.33A ,My Place Hostel,Indonesia,,Seminyak,0,
Jl. Mahendradata Selatan I No 32,Speranza Residence,Indonesia,,Denpasar,0,
Jl. Raya Air Sanih ,Damai Homestay,Indonesia,,Kubutambahan,0,
Jalan Pantai Batubelig Gang Ribut No 2,Harmony Suite Seminyak,Indonesia,,Seminyak,0,
"Jalan Tirta Empul, Tampak Siring",Abisha Mystique Villa,Indonesia,,Manukaya,0,
"Jl Jalak Putih, dusun pahlengkong, Desa Pejarakan, Kec. Gerokgak, Kab. Buleleng",House Of Hobbit,Indonesia,,Sumber Klampok,0,
Jl. Laksmana Gg. Putu - Seminyak,Villa Bless,Indonesia,,Seminyak,0,
"Puri Buitan, Candidasa",Villa Martina Manggis,Indonesia,,Manggis,0,
"Jalan Amed, Purwakerti - Karangasem",Josh Home Stay,Indonesia,,Amed,0,
"Jl. Prof. IB. Mantra, Br. Pabean Ketewel",Nadia Pansion,Indonesia,,Ketewel,0,
Jl. Uluwatu II No. 2 ,Dila Homestay Jimbaran,Indonesia,,Jimbaran,0,
"Jalan. Umalas, Seminyak",Villa Bali Zen Umalas,Indonesia,,Kerobokan,0,
"Jl. Seririt-Gilimanuk, Banyuwedang, Bali",Villa Sari Bumi,Indonesia,,Banyuwedang,0,
Jalan Bypass Ngurah Rai No 999,ZenRooms Kuta ByPass Ngurah Rai,Indonesia,,Jimbaran,0,
"Jl. Kayu Aya 150, Villa 5",Villa Charm,Indonesia,,Seminyak,0,
Celegempak Beach - Lembongan,Lembongan Island Kubu Tamu Villa,Indonesia,,Nusa Lembongan,0,
"Jalan Sri Kresna No. 99, Legian Kaja - Kuta",De' Gun Riverside Villas,Indonesia,,Legian,0,
"Jl. Mertasari, Gg. 12 No. 12 G - Sanur",Homestay Mertasari,Indonesia,,Sanur,0,
"Matahari Lumbung Bungalows Street Bentuyung , Ubud, GianyarJl. ",Villa Mangku,Indonesia,,Ubud,0,
"Jalan Pemelisan Agung, Gang Anggrek No. 7",Villa A Villa,Indonesia,,Canggu,0,
Jl. Dalem Tarukan No: 88 .Taman Mumbul Estate,Wida Bali Villa,Indonesia,,Nusa Dua,0,
Jalan Teuku Umar Barat No.350,Princess Keisha Bali Hotel,Indonesia,,Denpasar,0,
Jalan Raya Lovina,Cempaka Lovina Hotel,Indonesia,,Singaraja,0,
Jl. Beraban Gang Arjuna No. 3 B ,Guest House Villa Sorrento Seminyak,Indonesia,,Seminyak,0,
#8 Jalan Keraton (Palace) ,Sky-Villa Bali,Indonesia,,Seminyak,0,
Jalan Gunung Talang No. 9,A Loft Apartment,Indonesia,,Denpasar,0,
"Jl. I Gusti Ngurah Rai, Gang Pata Sari Kuta Blok B ",Pondok Jempiring Guest House Kuta,Indonesia,,Kuta,0,
Jalan Bypass Ngurah Rai No.165,Janur Garden Hotel,Indonesia,,Sanur,0,
Jalan Siligita 1A,Kost Siligita Guest House,Indonesia,,Nusa Dua,0,
Jln Raya Nyuh Kuning,ZenRooms Ubud Nyuh Kuning,Indonesia,,Ubud,0,
"Jalan Pengembak 36, Sanur",VPL Studio Sanur,Indonesia,,Sanur,0,
Jl Karna No 8 Denpasar,Adinda Hotel,Indonesia,,Denpasar,0,
"Jl. AA. Gede Rai Lodtunduh, Ubud - Gianyar - Bali ",Djoglo Villa Ubud,Indonesia,,Ubud,0,
Jalan Sempol,Villa Vikko Dera,Indonesia,,Canggu,0,
Jalan Danau Tamblingan No 105 Semawang,Mahalaksmi Boutique Hotel,Indonesia,,Sanur,0,
Jalan Raya Air Sanih Singaraja,Ciliks Beach Garden,Indonesia,,Kubutambahan,0,
"Br. Bunutan, Desa Kedewatan",Twin Villa,Indonesia,,Payangan,0,
"Jl. Mawar, Kalibukbuk ",Taman Lilys Hotel,Indonesia,,Lovina,0,
Br. Penestanan Kelod ,Recep Bungalow,Indonesia,,Ubud,0,
Banjar Sembuwuk Desa Pejeng,Alam Sembuwuk Resort,Indonesia,,Ubud,0,
"Jalan Pantai Berawa ,Gang.Gatot Kaca",Villa Nawang Wulan,Indonesia,,Canggu,0,
Jl Kunti 1 no 98,Villa Kamar Madu,Indonesia,,Seminyak,0,
Jalan Kartika Plaza 17X,Sekar Sari Inn,Indonesia,,Kuta,0,
"Jl. Toyaning, Banjar wijaya ",The Green Residences Ungasan,Indonesia,,Ungasan,0,
Jl. By Pass Ngurah Rai No. 36,Coconut Grove Village Hotel Bali,Indonesia,,Sanur,0,
Jalan Tangkuban Perahu No.888,Gate Inn Bali,Indonesia,,Seminyak,0,
Jl. Pantai Seseh ,Villa Shalimar,Indonesia,,Pererenan,0,
Jl. Perumahan Imam Bonjol Indah Regency No. 12 ,Olivia Inn,Indonesia,,Denpasar,0,
Jl. Raya Kerobokan ,Romantic Retreat Villa Seminyak,Indonesia,,Kerobokan,0,
Jalan Mangga Sari No.9,Satrya Ayu Hotel,Indonesia,,Denpasar,0,
Jl pasekan Br.Tubuh,Honeymoon House,Indonesia,,Denpasar,0,
Jl. Bidadari II E ,Villa Tukit Seminyak,Indonesia,,Seminyak,0,
Jl. Cendrawasih No. 20,Villa Kenari,Indonesia,,Seminyak,0,
Jl. Raya Kerobokan No.114 ,Bali Villa Stayz III,Indonesia,,Seminyak,0,
Jalan Poppies I Gang Bedugul No 23 Kuta,Bedugul Sari Homestay,Indonesia,,Kuta,0,
"Jalan Kebo Iwa 8, Taman Mumbul Estate",Symphony Villa,Indonesia,,Nusa Dua,0,
"Jl. Bedahulu 7 , no 3",Shunda Hotel,Indonesia,,Denpasar,0,
"Jalan Petitenget, Seminyak Beach",Intan Bali Village,Indonesia,,Seminyak,0,
"75 Sri Wedari Street, Tegallantang",Puri Pietje Villa,Indonesia,,Ubud,0,
"Jl. Bisma No. 2, Jl Raya Pantai Berawa. Banjar Plambingan, Desa Tibubeneng, Kuta Utara, Bali",Villa Siesta @ Berawa Beach Bali,Indonesia,,Canggu,0,
Jalan Sari Temuku,Eshara Villa,Indonesia,,Seminyak,0,
"Jl. Tirta Tawar, Junjungan",Amaryllis Junjungan Villa,Indonesia,,Ubud,0,
Jl. Pidada VI No.8 ,Hotel Warta Puspita,Indonesia,,Denpasar,0,
Jl. Dewi Sri No. 88 ,Puri Mimi Hotel,Indonesia,,Legian,0,
Jl. Raya Pantai Masceti Desa Medahan Blabatuh ,Villa Island of the Gods,Indonesia,,Gianyar,0,
"Jalan Sukma no.29, Banjar Tabesaya - Peliatan",Nyoman Badri Homestay,Indonesia,,Ubud,0,
"Jl. Pantai Berawa, Banjar Berawa",Villa Ricko,Indonesia,,Canggu,0,
Jalan Monkey Forest Gang Beji No17,Sari Nadi Homestay,Indonesia,,Ubud,0,
"Jl. Pemelisan Agung, Berawa",Villa Diza Berawa,Indonesia,,Canggu,0,
Jalan Pasir Putih Kedonganan no 10B,Pasir Putih Apartment,Indonesia,,Jimbaran,0,
"Jl. Kubu Anyar Kuta, D7 Kuta Royal Villas",Villa Taman,Indonesia,,Kuta,0,
"Banjar Apuh
Desa Lodtunduh ",Rumah Tamu Guest House,Indonesia,,Ubud,0,
"Jalan Lebak Sari, Gang Pakung no 3",Yellow Door Villa,Indonesia,,Seminyak,0,
By Pass Ngurah Rai 18x Tuban,Onasis Bed Resting and Spa,Indonesia,,Kuta,0,
Jalan Pantai Berawa Gang Kunti No 6 Canggu 80361 Bali Indonesia,RedDoorz near Canggu Club,Indonesia,,Canggu,0,
"Jl. Kubu Anyar Kuta, A5 Kuta Royal Villas",Villa Santai Kuta,Indonesia,,Kuta,0,
"Jl. Tengal Cupek 2, Banjar Anyar Kerobokan",The Pondok Bali Villa,Indonesia,,Canggu,0,
Jl. Tumbak Bayuh No. 53,Casa Doreena,Indonesia,,Canggu,0,
"Legian Street No. 61, Kuta-Bali",Sri Kusuma Hotel Bali,Indonesia,,Kuta,0,
Jl. Raya Kerobokan No. 114,Bali Villa Stayz II,Indonesia,,Seminyak,0,
"Jl. Baturiti - Mekarsari, Desa Pacung - Beduul",Dewata Homestay,Indonesia,,Baturiti,0,
Jalan Poppies Lane 1 Gg.Sorga,Sari Agung Hotel,Indonesia,,Kuta,0,
Banjar Abangan,Villa Isaura,Indonesia,,Ubud,0,
Jl. Tambak Sari No. 29 Sanur,Ayu Love and Harmony Guest House,Indonesia,,Sanur,0,
"Jalan. Banjar Pengansahan, Tanah Lot",Sinar Matahari Hotel,Indonesia,,Antasari,0,
"Jalan Raya Semat, Gang Jatayu No. 2, Berawa Canggu, Kuta Utara",Townhouse at Brawa,Indonesia,,Canggu,0,
Jalan Pantai 14,Bali White Villa,Indonesia,,Uluwatu,0,
"Jl Kajeng,Ubud ",Arjana Bungalow 3,Indonesia,,Ubud,0,
Jl. Nakula Gang Baik-Baik Gang Taman Sari No. 3-9,The Tanjung Villas,Indonesia,,Seminyak,0,
Jalan by pass ngurah rai masuk perumahan taman jimbaran v ,Pondok Kita Homestay,Indonesia,,Jimbaran,0,
Jl. Trengguli 1 No. 9A ,Lotus Apart'Hotel,Indonesia,,Denpasar,0,
"Jalan Damai, Bhuana sari Village, Lovina",Araminth Villa,Indonesia,,Lovina,0,
Jl. Gootama No. 26,Citrus Tree Villas - W House,Indonesia,,Ubud,0,
Jl. Dewi Madri I No. 7,Wayan Mansion,Indonesia,,Denpasar,0,
Jalan Bidadari IID No.36,Villa Jati Emas,Indonesia,,Seminyak,0,
"Jalan Petitenget, 26A",Iris Villas Bali,Indonesia,,Seminyak,0,
Jl Batu Gaing,Lotus Limasan Villas,Indonesia,,Ubud,0,
"Jl. Giri Dahari, Gang Rajawali no. 1",Mutiara Kost,Indonesia,,Jimbaran,0,
Jl. Glogor Carik Gang I No. 36,Yobhis House 2,Indonesia,,Denpasar,0,
Jl. Raya Kedewatan I No. 14,Batik Painting Villa,Indonesia,,Ubud,0,
"Jl. Subak Sari, Number 9c, Tibubeneng",The Summer House Canggu,Indonesia,,Canggu,0,
Popies Lane I Agung Marketkuta,La Inn Hotel,Indonesia,,Kuta,0,
Umalas 1 Gang 17 No.4 ,Villa 4,Indonesia,,Kerobokan,0,
Jl Mataram Gang Mawar No 6 Kuta,Odah Guest House,Indonesia,,Kuta,0,
"Jl. Dewi Saraswati, Kunti II",Villa Kim Seminyak,Indonesia,,Seminyak,0,
Jl. Nelayan ,Teja Homestay,Indonesia,,Canggu,0,
Jalan Pulau Alor Permai no 88,Bali Aga Villa,Indonesia,,Denpasar,0,
Jalan Flamboyan H1/8 Puri Gading,Casa De Jimbaran,Indonesia,,Jimbaran,0,
Jalan Kesdari II No 7B ,Villa Kesari,Indonesia,,Sanur,0,
"Jalan Mangga Sari, Kebo Iwa Selatan",Hotel Pondok Kori Bata,Indonesia,,Denpasar,0,
Jl. Raya Buahan,Awan Biru Resort and Spa,Indonesia,,Payangan,0,
Jl Dalem Lingsir Pererenan,Villa Kavaya By Exotiq Villa Holidays,Indonesia,,Canggu,0,
Jl. Pangkung Sari 30 A - Oberoi,Villa Rosita Seminyak,Indonesia,,Seminyak,0,
Jl. Monkey Forest Gg. Beji No. 33,Warji House,Indonesia,,Ubud,0,
"Jl Merta Sari, Perum Puri Priskila, Kerobokan 31x",Vivalavi Villas & Spa,Indonesia,,Kerobokan,0,
Jl. Raya Air Sanih ,Papaya Homestay,Indonesia,,Singaraja,0,
"Jl. Ambarawati, Kumbuh, Mas ",Villa Gading 2,Indonesia,,Ubud,0,
Jalan Subak Sari Gang Suku 2 Canggu ,Villa Jacava,Indonesia,,Canggu,0,
"Br. Siih, Sumita - Ubud",The Toya Bali Villa,Indonesia,,Petak,0,
Jl. Celagi Nunggul Lingkungan Sawangan,Linaya Villa Bali,Indonesia,,Nusa Dua,0,
"Br Batu Tampih Kawan, DS Pangkung Tibah",Villa Hemingways,Indonesia,,Tabanan,0,
80361 Jl Raya Padonan Gg Danau Batur 99x Bali,Genah Villa Canggu,Indonesia,,Canggu,0,
"Banjar Apuh, Lodtunduh ",Radhea Ubud House,Indonesia,,Ubud,0,
Jl. Banyualit ,Indra Pura Hotel,Indonesia,,Lovina,0,
Jl. Laviana Banyualit Lovina ,Pondok Wisata Mas Bungalow,Indonesia,,Lovina,0,
Jl.Oberoi Gg. Lumut ,Villa No 5,Indonesia,,Seminyak,0,
"Jalan Pantai Batu Bolong No 1 br.
Desa Canggu ",Soul Villa Canggu,Indonesia,,Canggu,0,
Jl. Raya Semer Baliku I No.21 ,Puri Sherazade Villa,Indonesia,,Kerobokan,0,
Jl. Raya Kerobokan ,The Vineyard Bali,Indonesia,,Singaraja,0,
"Jalan Gunung Abang, Banjar Penataran, Batuan, Sukawati ",The Prabu House of Art and Villa,Indonesia,,Ubud,0,
"Jungut Batu, Lembongan",Nusa Dewata Bungalows,Indonesia,,Nusa Lembongan,0,
"Jl. Karang Mas Sejahtera, c/o Gending Kedis Villa",Villa Jalak Bali,Indonesia,,Jimbaran,0,
Jalan Campuhan,Villa Puja Ubud,Indonesia,,Ubud,0,
Jalan Kartika Plaza,Beachfront Suites Bali,Indonesia,,Kuta,0,
Jalan Tanjung No. 14 A,Villa Chinta 2,Indonesia,,Sanur,0,
Jalan Raya Kuta 107 No. 3,Kuta Three Hotel,Indonesia,,Kuta,0,
Jalan Cendrawasih No 78,ZenRooms Seminyak Cendrawasih,Indonesia,,Seminyak,0,
"Jl. Jero Gadung No. 81, Kutuh Kelod",Villa Madu Ubud,Indonesia,,Ubud,0,
Jl Nakula No 17 Banjar Anyar Kuta,Bali Radiance Villas,Indonesia,,Kerobokan,0,
Jalan Sari Dewi Gang Drona,Villa Dilen,Indonesia,,Seminyak,0,
"Jalan Maya Pada II, Nusa Dua Bali",The Dharma Seaview,Indonesia,,Nusa Dua,0,
Jl. Baypass Ngurah Rai,Harvest Land Residence,Indonesia,,Kuta,0,
"Jl. Yudistira, no. 9 ",Villa Amara,Indonesia,,Seminyak,0,
"Jalan Mertanadi, Gg. Sawah No.1, Kerobokan, Kuta",Villa Mertenadi,Indonesia,,Seminyak,0,
Jalan Bunut Sari No. 4,Prani Legian Hotel,Indonesia,,Legian,0,
Kedewatan PO Box 7,Petit Hotel Ubud,Indonesia,,Ubud,0,
Kerobokan,Arman Villa Kerobokan,Indonesia,,Seminyak,0,
Jalan Hanoman Gang Anila,Den Den Mushi,Indonesia,,Ubud,0,
"Jalan Pura Kayu Putih, Tegal Gundul",Villa Puro Blanco,Indonesia,,Canggu,0,
"Jl.Tundun penyu 168. Bukit, Ungasan",Villa Cattaleya Bali,Indonesia,,Ungasan,0,
Padang Tawang Street,Umadauh Villa - Padang Tawang Canggu,Indonesia,,Canggu,0,
Gang Pdg Kluma,Pondok Ranjani Guest House,Indonesia,,Denpasar,0,
Jl Tanjung 27A,Villa Lily Sanur,Indonesia,,Sanur,0,
"Br. Buwit Kaja, Desa Buwit",Alka Villas,Indonesia,,Buwit,0,
"Bondalem, Tejakula",Bali Mandala Resort,Indonesia,,Bondalem,0,
Ceningan,The Jetty Resort Nusa Lembongan,Indonesia,,Nusa Ceningan,0,
Jl. Danau Buyan 31,Taman Sari Hotel Sanur,Indonesia,,Sanur,0,
"Desa Sembiran Bawah, Tejakula, Buleleng",Bali Lege Beach Bungalows,Indonesia,,Bondalem,0,
"Jl. Pura Telaga Waja, Petitenget",Casa Brio,Indonesia,,Seminyak,0,
Jl.Dukuh Indeh No.77 Br.Semer Kerobokan Kelod ,Lucky 7 House,Indonesia,,Kerobokan,0,
