name,area,chain,country,rooms,price
"ZenRooms Denpasar Padang Mekar","Jalan Padang Mekar No 99, Mahendradata, 80117 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"The Ayudya","Jalan Glogor Carik No. 324, 80221 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 60",
"Nirwana Suites","Tukad Pakerisan No.83-85, 80225 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 31",
"Puri Saron Denpasar Hotel","Jln. Gatot Subroto Barat 459, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 70",
"The Ayudya Ulun Suan","Jalan Ulun Suan No. 324 , 80221 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 50",
"ZenRooms Denpasar Mertasari","Jalan Kerta Bedulu 1A, Merta Sari. Banjar Suwung Kangin-Sidakarya, 80224 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"Hotel Nikki","Jl. Gatot Subroto IV / 18, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 80",
"Harvest Apartment","Jalan Kertapura VIII No. 10, 80119 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"RaBaSTa Kubu Bali Suites Seminyak","Jl. Raya Kerobokan, Gang 7 No.3, 80361 Kerobokan, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"Indah Residence Hotel","Jl. Gatot Subroto Barat No. 339, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 32",
"Warna Kedaton Hotel and Meeting","Jalan Hayam Wuruk No. 30, 80235 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 48",
"ZenRooms Denpasar Gatot Subroto","Jalan Gatot Subroto Barat No. 101 Padangsambian, 80118 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 20,",
"NIDA Rooms Pulau Timor Sanur","Jalan Pulau Timor No. 1 Sanglah, 55582 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"ZenRooms Denpasar ByPass Suwung","Jl. By Pass Ngurah Rai, 80361 Ujung, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Royal Tulip Saranam Resort & Spa Bali","Jl. Raya Baturiti, Banjar Pacung, Desa Baturiti and Kecamatan Baturiti, 82191 Bedugul, Indonesia",Independent,Indonesia,"Hotel Rooms: 89",
"La Camera Residence","Jl. Persada No.71, 80361 Kerobokan, Indonesia",Independent,Indonesia,"Hotel Rooms: 24",
"Indah Homestay","Jalan Batu Belig, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 11",
"Hotel Oranjje","Jalan Hayam Wuruk No 302, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 75",
"Camessa Hotel","Jl. Ketut Natih, Br. Dinas Lebah, Desa Purwakerthi, 80852 Amed, Indonesia",Independent,Indonesia,"Hotel Rooms: 2",
"Bunga Laut Bungalow","Br Dinas Biaslantang Desa Purwa kerthi Karangasem, Bali, 80852 Amed, Indonesia",Independent,Indonesia,"Hotel Rooms: 4",
"I Stay Jimbaran","Jl. By Pass Ngurah Rai No. 81, Jimbaran Kuta, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 11",
"Budhi Beach Inn","Jl. Pantai Kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 15",
"Sahera Hotel","Jalan Raya Bunutan, 80852 Amed, Indonesia",Independent,Indonesia,"Hotel Rooms: 4",
"Luna2 studiotel","Jalan Sarinande 20, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 14",
"Grand Chandra Hotel","Jl. Diponegoro No. 122, 80114 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Bali Dwipa","Jl.benesari gg. poppies 2 kuta Jl. benesari gg. poppies 2 kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"Hotel Warta Dua","Jl Cokroaminoto No 56, 80223 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 21",
"Ganga Hotel & Apartment","Jalan Kepuh Segina No. 8, 80117 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 28",
"Legian Guest House","Jalan Nakula Timur, Banjar Legian Kaja, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 14",
"Mahajaya Hotel Denpasar","Jalan HOS cokroaminoto No. 63 Denpasar, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 100",
"Taman Suci Hotel","Jl. Imam Bonjol No. 45, 80037 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 45",
"Kori Bata Hotel","Jalan Manggasari No. 14, Kebo Iwa Selatan, Padang Sambian, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"Bali Tulip Hotel","Jl. Gatot Subroto Barat, Mudu Taki, Kubu Gunung 27XX Tegaljaya, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 18",
"Seruni Guest House","Jl. Mahendradata Selatan  I/20, Denpasar, Bali, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 35",
"Bali Manik Beach Inn","Jl. Benesari, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 25",
"Alkyfa Hotel","Jl.Pura Demak No.08, 80119 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 49",
"The Rich Prada Hotel","Pecatu Indah Resort, 80364 Pecatu, Indonesia",Independent,Indonesia,"Hotel Rooms: 395",
"Gusti Homestay Kerobokan","Jalan Pengubugan Gang Kayu Nagasari No 7 Banjar Silayukti, 80361 Kerobokan, Indonesia",Independent,Indonesia,"Hotel Rooms: 7",
"ZenRooms Kerobokan Tangkuban Perahu","Jalan Tangkuban Perahu No.3, 80361 Kerobokan, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"Hotel Puri Royan","Jalan Teuku Umar 168, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 14",
"Q Hotel Bali","Jl. By Pass Ngurah Rai, Kuta - Bali , 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 120",
"ZenRooms Denpasar Jalan Salak","Jalan Gunung Salak No 78, 80117 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"Amazing Kuta Hotel","Jl. Poppies II Gang Mangga No 3, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 16",
"LucksME Home","Jl. P. Flores No. 5, 80114 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Grand Kesambi Resort and Spa","Jalan Raya Kesambi, 80361 Kerobokan, Indonesia",Independent,Indonesia,"Hotel Rooms: 32",
"ZEN Rooms Kuta Jenggala Beach","Jl Jenggala no 1, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"Hotel Lusa at Kuta Beach","Jl. Pantai Kuta gg Benesari, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 57",
"RaBaSTa Resort @ Kuta","Jalan Kartika Plaza, Pudaksari Lane No 3,, 83061 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 54",
"ZenRooms Denpasar Gunung Soputan","Jl. Gunung Soputan, 80361 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"NIDA Rooms Pura Demak Denpasar","Jalan Pura Demak No. 8, 40263 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"Paradiso Beach Inn","Jalan Legian No. 61, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"Park Hotel Nusa Dua Bali","Jl. Kebo Iwa, Taman Mumbul, 80363 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 116",
"Resort Prima Candidasa","Jl. Pantai Indah No. 16, 80361 Candidasa, Indonesia",Independent,Indonesia,"Hotel Rooms: 29",
"ZEN Rooms Soputan Raya","Jalan Gunung Soputan Utara No.21, 80117 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"ZenRooms Kuta Raya","Jalan Raya Kuta No.139, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"The Yani Hotel Bali","Jl. By Pass Ngurah Rai 660, 80222 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 38",
"Hotel Sentral","Jalan A.Yani No. 48, 81117 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 43",
"Bakung Sunset Hotel","Jalan Merdeka Raya no 17 AG, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 35",
"Mars City Hotel","Jl. Kertha Dalem, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 96",
"Bali Shangrila Beach Club","Dusun Samuh, 80851 Candidasa, Indonesia",Independent,Indonesia,"Hotel Rooms: 22",
"ZenRooms Legian Dewi Sri 2","Jalan Dewi Sri I No. 8, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Berlian Beach Inn Kuta","Jl. Poppies 1, Gang Sorga, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 27",
"Tevana","Jl. Telaga Waja no. 18, 80371 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"Taman Tirta Ayu Pool and Mansion","Jalan Puri Gerenceng, 1, Tuban, 80362 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"The Vie Residence","Jalan Bypass Ngurah Rai No. 168, 80361 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"Signature Hotel Bali","Jalan Mertanadi No. 74, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 99",
"Al Isha Hotel","Jl. Pura Mertasari No. 27 Sunset Road, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 6",
"Bali Sorgawi Hotel","Jalan Legian Kelod, Kuta , 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 36",
"The Arya Hotel","Jln.I Ketut Natih, Purwakerti, Abang, 80852 Amed, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"Atanaya Hotel","Sunset Road, 88A, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 109",
"Palloma Hotel Kuta","Jalan Dewi Sri I No.8, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 48",
"ZenRooms Kedonganan Pengeracikan","Jalan Pengeracikan 8G, Kedonganan, 80361 Jimbaran, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 6,",
"Pesona Beach Inn","Jalan Poppies I No. 31, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 48",
"Taman Agung Hotel","Jl. Danau Tamblingan No. 166, 80228 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"Hotel Ratu","Jl.Yos Sudarso No. 4, 80001 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 48",
"Holiday Inn Express Bali Raya Kuta","Jalan Raya Kuta No. 39, 80361 Kuta, Indonesia","Hotel Chain:
Holiday Inn Express",Indonesia,"Hotel Rooms: 168,,",
"Hotel Sanur Ayu","Jalan By Pass Ngurah Rai 316, 80228 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"Mahatma Residence","Jl Raya Puputan II B No 1 Nitimandala, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"ZenRooms Denpasar Imam Bonjol 2","Jalan Imam Bonjol, Perum Budha Cemeng Ukir No. 1, 80119 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 1,",
"ZenRooms Jimbaran Taman Mulia","Perumahan Taman Mulia, Jalan Arwana No. 88, 80361 Jimbaran, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Manik Bulan Hotel","Jl. Asah Gobleg, Desa Gobleg, Kecamatan Banjar, Kabupaten Buleleng, Bali, 81152 Munduk, Indonesia",Independent,Indonesia,"Hotel Rooms: 4",
"Santhi Graha Kuta","Jl. Poppies 2, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 35",
"ZenRooms Raya Kuta Joger","Jalan Raya Kuta No 323, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 20,",
"Hotel Bellair","Jl. By Pass Ngurah Rai No. 524, 80361 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 17",
"Aneka Lovina Villas & Spa","Jl. Raya Kalibukbuk, Lovina Beach, 81151 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 59",
"Aditya Beach Resort","Jalan Raya Lovina, Singaraja, 81152 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 60",
"Puri Saron Hotel Madangan - Gianyar","Desa Madangan, Petak, 80515 Bangli, Indonesia",Independent,Indonesia,"Hotel Rooms: 16",
"Spazzio Bali Hotel","Jl. Dewi Sri No.20, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 61",
"Grandmas Tuban Hotel","Jalan I Gusti Ngurah Rai, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 99",
"Primebiz Kuta Hotel","Jl. Raya Kuta, Br. Anyar Kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 143",
"Natya Hotel Kuta","Jl. By Pass Ngurah Rai, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 116",
"Lecuk Ubud Bungalows","Jalan Kajeng, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 8",
"The Taman Sari Resort Legian","Jalan Popies Lane II Kuta-Legian, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 19",
"ZenRooms Denpasar Gelogor Carik 1","Jl. Gelogor Carik , Gang Salya No 1, 80221 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 1,",
"ZenRooms Ubud Singakerta","Jalan Katik Lantang Desa Singakerta Ubud Bali 80361, 80571 Ubud, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 3,",
"Hardys Rofa Hotel and Spa Legian","Jl. Nakula No 9, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 139",
"ZEN Rooms Uluwatu Hidden Pecatu","Jl. Nabor No. 29, Pecatu, 80361 Uluwatu, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"Puri Bagus Manggis","Desa Manggis, 80801 Candidasa, Indonesia",Independent,Indonesia,"Hotel Rooms: 7",
"Uma Mandi Ubud","Banjar Katik Lantang, Desa Singekerta, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"ZenRooms Kuta Tegal Wangi","Jl. Ciung Wanara (Tegal Wangi) No.21, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Prabhu Suites","Jl. Seririt Singaraja Tangguwisia, 81153 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 8",
"Dream @ Jimbaran","Uluwatu II, Taman Mulia, Jl. Arwana 88, Jimbaran , 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 19",
"ZEN Rooms Kartika Plasa Kuta","Jl. Kartika Plaza No. 108 , 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"Ayu Beach Inn","Jl. Poppies Lane 1, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 70",
"The Grand Santhi Hotel","Jalan Patih Jelantik No 1, Bali, 80113 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 74",
"Saren Indah Hotel","Jalan Nyuh Bojog No. 30, Nyuh Kuning Village Mas Ubud, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 15",
"ZenRooms Kuta Kubu Anyar","Jalan Kubu Anyar, Gang Kingkong 1, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Restu Bali Hotel","Jalan Raya Legian No. 113, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 43",
"Eazy Suite","Jl. Dewi Sri I, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 18",
"Sanur Agung Hotel","Jl. By Pass Ngurah Rai No. 174, 80227 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 43",
"Neo Denpasar","Jl. Gatot Subroto Barat, 80117 Denpasar, Indonesia","Hotel Chain:
Aston International Hotels, Resorts & Residences",Indonesia,"Hotel Rooms: 112,",
"Hotel Bali Subak","Jl. Arjuna no 75, Legian Kaja, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Berry Glee Hotel","Jalan Raya Kuta No. 139, 80361 Kuta, Indonesia","Hotel Chain:
Avilla Hospitality",Indonesia,"Hotel Rooms: 111,",
"Bali Mega Hotel","Jalan Batur Raya Nuansa Kori, Taman Griya, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 60",
"ZenRooms Legian Troppozone","Jalan Raya Legian II Gang Troppozone, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Loft Legian Hotel Bali","Jln. Melasti No. 99 Legian, 80361 Legian, Indonesia","Hotel Chain:
Avilla Hospitality",Indonesia,"Hotel Rooms: 50,",
"Hotel Santika Kuta","Jalan Raya Kuta No.98, Bali, 80361 Kuta, Indonesia","Hotel Chain:
Santika Indonesia Hotels & Resorts",Indonesia,"Hotel Rooms: 101,",
"Golden Tulip Essential Denpasar","Jl. Gatot Subroto Barat No. 101, 80116 Denpasar, Indonesia","Hotel Chain:
Golden Tulip",Indonesia,"Hotel Rooms: 94,",
"Kodja Beach Resort","Jalan Pantai Kuta No.42, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"ZEN Rooms Legian Troppozone Thematic","Jalan Legian Gang Troppozone, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"Pondok Wisata Grya Sari","Jl. Air Panas Banjar, Buleleng , 80361 Banjar, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"Ayu Taman Sari","Jl. Raya Nyuh Tebel BTN No.7, 80871 Candidasa, Indonesia",Independent,Indonesia,"Hotel Rooms: 3",
"ZenRooms Kuta Sunset Road 2","Jl. Sunset Road No.6S, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"The Oasis Kuta","Jalan Bakung Sari, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 70",
"ZenRooms Kerobokan Jalan Bidadari","Jl. Bidadari 4 No.7, 80361 Seminyak, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"Bali Senia Hotel","Jalan Danau Poso 23, 80227 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 17",
"HARRIS Hotel and Conventions Denpasar Bali","Jl. H.O.S. Cokroaminoto 23 - 25, 80118 Denpasar, Indonesia","Hotel Chain:
HARRIS Hotels & Resorts",Indonesia,"Hotel Rooms: 87,",
"Balangan Paradise Hostel and Restaurant","Jl. Pantai Balangan, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 15",
"ZenRooms Legian Nakula 1","Jalan Nakula Timur, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 3,",
"Inna Bali Heritage Hotel","Jl.Veteran No.3, 80111 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 70",
"Sandat Hotel Legian","Jalan Legian No.120, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 35",
"Pertiwi Bisma 2","Jl. Bisma - Ubud, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"Amaris Hotel Legian Bali","Jl. Padma Utara, 80361 Legian, Indonesia","Hotel Chain:
Santika Indonesia Hotels & Resorts",Indonesia,"Hotel Rooms: 115,",
"ZenRooms Seminyak Kayu Jati","Jalan Kayu Jati Gang Sri Darma No. 9, 80361 Seminyak, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 4,",
"Sayang Maha Mertha Hotel","Jln. Melasti, Lebak Bene, Legian Klod, Kuta, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"Puri Hasu Bali","Jl Raya Goa Gong, 80362 Uluwatu, Indonesia",Independent,Indonesia,"Hotel Rooms: 8",
"The Studio Inn Nusa Dua","Jalan By Pass Nusa Dua 7 X, 80363 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 25",
"ViHan Suites Bali","Jl. Karang Tenget no.15, Tuban, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 44",
"Casa Dasa Legian","Jalan Nakula No. 10, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 16",
"ZEN Rooms Goa Gong Ungasan","Jl Goa Gong-Banjar Shanti Karya, Ungasan, 80361 Uluwatu, Indonesia",Independent,Indonesia,"Hotel Rooms: 3",
"RaBaSTa Mahayana Kuta Hotel","Jalan Bhineka Jati Jaya XI No. 2 Banjar Anyar, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"Tulamben Backpacker","Jalan Raya Tulamben, 80575 Tulamben, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"ZenRooms Ubud Monkey Forest 1","Jalan Monkey Forest, 80571 Ubud, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"D'Sri Saren Villas and Residence","Jalan Shri Laksmi No. 27, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 27",
"ZenRooms Seminyak Braban","Jalan Beraban No. 46, 80361 Seminyak, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Ariva 7 Bidadari Boutique Hotel","Jl. Bidadari IV no 7 Seminyak, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 32",
"Segara Hotel & Restaurant","Br. Kedisan, 80652 Kintamani, Indonesia",Independent,Indonesia,"Hotel Rooms: 31",
"The Samata","Jl. Pucuk 1 No 67, Br. Tangtu, 80237 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"Sama Sama Suites & Restaurant","Jl. By Pass Ngurah Rai No. 128, Mumbu, 80363 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"Vilarisi Hotel","JL. Melasti / Lebak Bene 15x, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 43",
"Ibis Styles Bali Kuta Circle","Jl.By Pass Ngurah Rai Simpang Siur No.99, Lingkungan Temacun, 80361 Kuta, Indonesia","Hotel Chain:
ibis Styles",Indonesia,"Hotel Rooms: 191,",
"Hotel Dupa","Jalan Raya Lovina Binaria Kalibukbuk, 81152 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 13",
"ZenRooms Kuta Puri Demak","Jalan Pura Demak No.8, 80119 Seminyak, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 3,",
"Hotel Jimbarwana","Jl. Udayana No. 2 Negara, 82212 Negara, Indonesia",Independent,Indonesia,"Hotel Rooms: 51",
"ZenRooms Badung Nyangnyang Sari","Jalan Nyangnyang Sari No. 7B, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 3,",
"Kubu Anyar Hotel","Jalan Kubu Anyar No. 20 X, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Anugerah Villas","Jalan Raya Bunutan, Amed Beach, Lipah, Karangasem, 80852 Amed, Indonesia",Independent,Indonesia,"Hotel Rooms: 16",
"L Hotel Seminyak","Jalan Raya Petitenget No 8L, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Transera Kamini Legian Hotel","Jalan Raya Legian, Gg. Troppozone, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 26",
"Panorama Cottages 2","Jalan Sriwijaya Legian Kelod, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 45",
"The Lerina Hotel Nusa Dua","Jl. Bypass Ngurah Rai No.1001X , 80361 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 103",
"Fat Yogi Cottages","Jl. Poppies 1 Kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 26",
"Arnava Ninety 8 Hotel","Jl. Sunset Road, Gang Baik Baik No.1 Seminyak Bali, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 98",
"ZenRooms Ubud Sumampan","Sumampan Village Sukawati, 80582 Sukawati, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 3,",
"Antari Hotel","Jalan Seririt - Gilimanuk , 81155 Pemuteran, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"Litus Mesten Nusa Dua","Jl.Celagi Nunggul, Sawangan, 80363 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 22",
"Paras Paros Marina Lodge","Jl. Tukad Punggawa No.123, Pulau Serangan, 80229 Serangan, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"Uma Sri Hotel","Jl. Bumbak, Gg Kerta Rahayu No 9, Kerobokan, Bali, 80361 Canggu, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"Lakeview Hotel & Restaurant","Jl. Penelokan, Kintamani - Bangli , 80652 Kintamani, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"ZenRooms Ubud Penestanan Sayan","Jl. Pasar Sindhu Gang 2 No. 4B, Sanur, Bali 80361, Indonesia, 80571 Ubud, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 1,",
"MaxOneHotels at Bukit Jimbaran","Jalan Raya Uluwatu Ds. Ungasan, 80363 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 98",
"Astina Hotel","Jl. Mawar, Kalibukbuk, 80361 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 9",
"Munari Resort and Spa Ubud","Jl. Sanggingan, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 9",
"ZEN Premium Raya Legian","Jalan Legian No. 155, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Grand Zuri Kuta Bali","Jalan Raya Kuta No. 81, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 133",
"100 Sunset Hotel Managed by Eagle Eyes","Jl. Sunset Road No.100 C, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 101",
"Lorin New Kuta Hotel","Jalan Raya New Kuta, Pecatu Indah Resort, 80361 Uluwatu, Indonesia",Independent,Indonesia,"Hotel Rooms: 238",
"Vidi Vacation Club","Jln. I Gusti Ngurah Rai Gang Taman Sari No 8, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 19",
"ZenRooms Ubud Pengosekan 1","Jl. Raya Pengosekan, Bali 80571, Indonesia, 80571 Ubud, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
