Product No.,Item no,Item Description English, Local Launch, Local          Exit,Product Category,Theme,RRP price DKK,RRP price SEK
10544,10544,The Joker Challenge,,,,DUPLO Super Heroes,249.95,349
10599,10599,Batman Adventure,,,DUPLO Super Heroes,DUPLO Super Heroes,349,
10607,10607,Spider-Man Web-Bike Workshop,,,DUPLO Super Heroes,DUPLO Super Heroes,129.95,
10608,10608,Spider-Man Spider Truck Adventure,,,DUPLO Super Heroes,DUPLO Super Heroes,269.95,
10505,10505,Play House,,,,DUPLO Town,549,
10506,10506,Train Accessory Set,,,,DUPLO Town,179.95,
10507,10507,My First Train Set,,,,DUPLO Town,449,
10508,10508,Deluxe Train Set,,,,DUPLO Town,999,
10524,10524,Farm Tractor,,,,DUPLO Town,179.95,
10525,10525,Big Farm,,,,DUPLO Town,549,
10581,10581,Forest: Ducks,,,DUPLO Town,DUPLO Town,99.95,
10582,10582,Forest: Animals,,,DUPLO Town,DUPLO Town,179.95,
10584,10584,Forest: Park,,,DUPLO Town,DUPLO Town,549,
10586,10586,Ice Cream Truck,,,DUPLO Town,DUPLO Town,129.95,
10587,10587,Café,,,DUPLO Town,DUPLO Town,179.95,
10589,10589,Rally Car,,,DUPLO Town,DUPLO Town,129.95,
10590,10590,Airport,,,DUPLO Town,DUPLO Town,179.95,
10591,10591,Fire Boat,,,DUPLO Town,DUPLO Town,129.95,
10592,10592,Fire Truck,,,DUPLO Town,DUPLO Town,229.95,
10593,10593,Fire Station,,,DUPLO Town,DUPLO Town,549,
10601,10601,LEGO® DUPLO® Truck,,,DUPLO Town,DUPLO Town,179.95,
10801,10801,Baby Animals,,,,DUPLO Town,99.95,
10802,10802,Savanna,,,,DUPLO Town,179.95,
10803,10803,Arctic,,,,DUPLO Town,269.95,
10804,10804,Jungle,,,,DUPLO Town,449,
10805,10805,Around the World,,,,DUPLO Town,899,
10806,10806,Horses,,,,DUPLO Town,129.95,
10807,10807,Horse Trailer,,,,DUPLO Town,179.95,
10808,10808,Little Plane,,,,DUPLO Town,99.95,
10809,10809,Police Patrol,,,,DUPLO Town,129.95,
10810,10810,Push Train,,,,DUPLO Town,269.95,
10811,10811,Backhoe Loader,,,,DUPLO Town,129.95,
10812,10812,Truck & Tracked Excavator,,,,DUPLO Town,179.95,
10813,10813,Big Construction Site,,,,DUPLO Town,549,
10814,10814,Tow Truck,,,,DUPLO Town,179.95,
66524,66524,DUPLO Cargo Transport Value Pack,,,DUPLO Town,DUPLO Town,1199,
66538,66538,DUPLO VP,,,,DUPLO Town,0,
42030,42030,Remote-Controlled VOLVO L350F Wheel Load,,,,Technic,1999,2399
42031,42031,Cherry Picker,,,Technic,Technic,99.95,
42032,42032,Compact Tracked Loader,,,Technic,Technic,129.95,
42033,42033,Record Breaker,,,Technic,Technic,179.95,
42034,42034,Quad Bike,,,Technic,Technic,179.95,
42035,42035,Mining Truck,,,Technic,Technic,229.95,
42036,42036,Street Motorcycle,,,Technic,Technic,299.95,
42037,42037,Formula Off-Roader,,,Technic,Technic,449,
42038,42038,Arctic Truck,,,Technic,Technic,699,
42039,42039,24 Hours Race Car,,,Technic,Technic,899,
42040,42040,Fire Plane,,,Technic,Technic,449,
42041,42041,Race Truck,,,Technic,Technic,549,
42042,42042,Crawler Crane,,,Technic,Technic,999,
42043,42043,Mercedes-Benz Arocs 3245,,,Technic,Technic,1699,
42044,42044,Display Team Jet,,,,Technic,99.95,
42045,42045,Hydroplane Racer,,,,Technic,129.95,
42046,42046,Getaway Racer,,,,Technic,179.95,
42047,42047,Police Interceptor,,,,Technic,179.95,
42048,42048,Race Kart,,,,Technic,249.95,
42049,42049,Mine Loader,,,,Technic,349,
42050,42050,Drag Racer,,,,Technic,549,
42052,42052,Heavy Lift Helicopter,,,,Technic,999,
42053,42053,Volvo EW160E,,,,Technic,799,
42054,42054,CLAAS XERION 5000 TRAC VC,,,,Technic,1399,
42055,42055,Bucket Wheel Excavator,,,,Technic,1999,
42056,42056,Confidential - Ultimate,,,,Technic,2599,
8293,8293,Power Functions Motor Set,,,,Technic,299.95,399
30277,30277,First Order Star Destroyer™,,,,Brick Based Promotions Themed,29.99,
30278,30278,Poe’s X-Wing Fighter™,,,,Brick Based Promotions Themed,29.99,
30279,30279,Kylo Ren’s Command Shuttle™,,,,Brick Based Promotions Themed,29.99,
30321,30321,LEGO® DUPLO® Duck,,,,Brick Based Promotions Themed,24.99,
30322,30322,LEGO® DUPLO® Wildlife,,,,Brick Based Promotions Themed,24.99,
30346,30346,Prison Island Helicopter,,,,Brick Based Promotions Themed,29.99,
30347,30347,Fire Car,,,,Brick Based Promotions Themed,29.99,
30348,30348,Dumper,,,,Brick Based Promotions Themed,29.95,
30349,30349,Sports Car,,,,Brick Based Promotions Themed,29.99,
30350,30350,Volcano Jackhammer,,,,Brick Based Promotions Themed,29.99,
30371,30371,Knight’s Cycle,,,,Brick Based Promotions Themed,29.95,
30372,30372,Robin's Mini Fortrex,,,,Brick Based Promotions Themed,29.99,
30373,30373,Knighton Hyper Cannon,,,,Brick Based Promotions Themed,29.99,
30374,30374,The Lava Slinger,,,,Brick Based Promotions Themed,29.99,
30375,30375,Sira’s Adventurous Airglider,,,,Brick Based Promotions Themed,29.99,
30396,30396,Cupcake Stall,,,,Brick Based Promotions Themed,29.95,
30397,30397,Olaf’s Summertime Fun,,,,Brick Based Promotions Themed,29.99,
30398,30398,Adventure Camp Bridge,,,,Brick Based Promotions Themed,29.99,
30399,30399,Amusement Park Bowling,,,,Brick Based Promotions Themed,29.99,
30421,30421,Skybound Plane,,,,Brick Based Promotions Themed,29.95,
30422,30422,Kai's Mini Dragon,,,,Brick Based Promotions Themed,24.99,
30423,30423,Anchor-Jet,,,,Brick Based Promotions Themed,24.99,
30424,30424,WU-CRU Training Dojo,,,,Brick Based Promotions Themed,24.99,
30446,30446,The Batmobile,,,,Brick Based Promotions Themed,29.99,
30447,30447,Captain America’s Motorcycle,,,,Brick Based Promotions Themed,29.99,
30448,30448,Spider-Man vs. The Venom Symbiote,,,,Brick Based Promotions Themed,29.99,
30471,30471,Helicopter,,,,Brick Based Promotions Themed,24.99,
30472,30472,Parrot,,,,Brick Based Promotions Themed,24.99,
30473,30473,Racer,,,,Brick Based Promotions Themed,24.99,
30474,30474,Reindeer,,,,Brick Based Promotions Themed,24.99,
30602,30602,SW Confidential,,,,Brick Based Promotions Themed,29.99,
30603,30603,Batman™ Classic TV Series - Mr. Freeze™,,,,Brick Based Promotions Themed,29.99,
21006,21006,The White House,,,,LEGO Architecture,499,649
21013,21013,Big Ben,,,,LEGO Architecture,249.95,349
21019,21019,The Eiffel Tower,,,,LEGO Architecture,299.95,399
21020,21020,Trevi Fountain,,,,LEGO Architecture,449,599
21022,21022,Lincoln Memorial,,,LEGO Architecture,LEGO Architecture,269.95,
21023,21023,Flatiron Building,,,LEGO Architecture,LEGO Architecture,349,
21024,21024,Louvre,,,LEGO Architecture,LEGO Architecture,549,
21026,21026,Venice,,,,LEGO Architecture,269.95,
21027,21027,Berlin,,,,LEGO Architecture,269.95,
21028,21028,New York City,,,,LEGO Architecture,449,
21029,21029,Buckingham Palace,,,,LEGO Architecture,449,
21030,21030,United States Capitol Building,,,,LEGO Architecture,899,
21031,21031,Burj Khalifa,,,,LEGO Architecture,349,
21050,21050,Studio,,,,LEGO Architecture,1499,1999
21108,21108,Ghostbusters™ Ecto-1,,,,LEGO Ideas,449,549
21302,21302,The Big Bang Theory,,,LEGO Ideas,LEGO Ideas,549,
21303,21303,Wall-E,,,LEGO Ideas,LEGO Ideas,449,
21304,21304,Doctor Who,,,LEGO Ideas,LEGO Ideas,549,
21305,21305,Maze,,,,LEGO Ideas,649,
21306,21306,LEGO Ideas_2_2016,,,,LEGO Ideas,0,
4000022,4000022,LEGO Inside Tour 2016,,,,LEGO Inside Tour,0,
21113,21113,The Cave,,,,Minecraft,199.95,249
21114,21114,The Farm,,,,Minecraft,269.95,349
21115,21115,The First Night,,,,Minecraft,349,449
21116,21116,Crafting Box,,,,Minecraft,499,699
21117,21117,The Ender Dragon,,,,Minecraft,599,799
21119,21119,The Dungeon,,,Minecraft,Minecraft,179.95,
21120,21120,The Snow Hideout,,,Minecraft,Minecraft,349,
21121,21121,The Desert Outpost,,,Minecraft,Minecraft,599,
21122,21122,The Nether Fortress,,,Minecraft,Minecraft,799,
21123,21123,The Iron Golem,,,,Minecraft,199.95,
21124,21124,The End Portal,,,,Minecraft,599,
21125,21125,The Jungle Tree House,,,,Minecraft,799,
21126,21126,The Wither,,,,Minecraft,299.95,
21127,21127,The Fortress,,,,Minecraft,999,
21128,21128,The Village,,,,Minecraft,1899,
60001,6021676,Fire Chief Car,01/01/2013,31/12/2014,Standard Retail,City Fire,,
60017,6021681,Flatbed Truck,01/03/2013,31/12/2014,Standard Retail,City Great Vehicles,,
60000,6021696,Fire Motorcycle,01/01/2013,31/12/2014,Standard Retail,City Fire,,
60006,6021698,Police ATV,01/01/2013,31/12/2014,Standard Retail,City Police,,
60002,6021707,Fire Truck,01/01/2013,31/12/2015,Standard Retail,City Fire,179.95,249
60003,6021709,Fire Emergency,01/01/2013,31/12/2015,Standard Retail,City Fire,249.95,349
60004,6021713,Fire Station,01/01/2013,31/12/2015,Standard Retail,City Fire,699,899
60007,6021721,High Speed Chase,01/01/2013,31/12/2016,Standard Retail,City Police,249.95,349
60008,6021723,Museum Break-in,01/01/2013,31/12/2014,Standard Retail,City Police,,
42005,6023341,Monster Truck,01/08/2013,31/12/2014,Standard Retail,Technic,,
76000,6023819,Arctic Batman™ vs. Mr. Freeze™: Aquaman™,01/01/2013,31/12/2014,Standard Retail,Super Heroes,,
70005,6024421,Laval's Royal Fighter,01/01/2013,31/05/2014,Standard Retail,Chima,,
70006,6024426,Cragger's Command Ship,01/01/2013,31/05/2014,Standard Retail,Chima,,
70007,6024436,Eglor's Twin Bike,01/08/2013,31/05/2014,Standard Retail,Chima,,
31009,6024452,Small Cottage,01/01/2013,31/12/2014,Standard Retail,LEGO Creator,,
70008,6024453,Gorzan's Gorilla Striker,01/08/2013,31/05/2014,Standard Retail,Chima,,
70009,6024458,Worriz' Combat Lair,01/08/2013,31/05/2014,Standard Retail,Chima,,
31010,6024461,Treehouse,01/06/2013,31/12/2015,Standard Retail,LEGO Creator,249.95,349
70010,6024462,The Lion CHI Temple,01/08/2013,31/05/2014,Standard Retail,Chima,,
31012,6024465,Family House,01/06/2013,31/12/2014,Standard Retail,LEGO Creator,,
31004,6024468,Fierce Flyer,01/01/2013,31/12/2014,Standard Retail,LEGO Creator,,
31002,6024487,Super Racer,01/01/2013,31/12/2014,Standard Retail,LEGO Creator,,
31003,6024489,Red Rotors,01/01/2013,31/12/2014,Standard Retail,LEGO Creator,,
31005,6024491,Construction Hauler,01/01/2013,31/12/2014,Standard Retail,LEGO Creator,,
31006,6024493,Highway Speedster,01/01/2013,31/12/2014,Standard Retail,LEGO Creator,,
41010,6024506,Olivia's Beach Buggy,01/08/2013,31/05/2014,Standard Retail,LEGO Friends,,
31007,6024509,Power Mech,01/01/2013,31/12/2014,Standard Retail,LEGO Creator,,
31008,6024512,Thunder Wings,01/01/2013,31/12/2014,Standard Retail,LEGO Creator,,
31011,6024514,Aviation Adventures,01/06/2013,31/12/2014,Standard Retail,LEGO Creator,,
41009,6024515,Andrea's Bedroom,01/08/2013,31/05/2014,Standard Retail,LEGO Friends,,
41003,6024519,Olivia's Newborn Foal,01/01/2013,31/05/2014,Standard Retail,LEGO Friends,,
41004,6024522,Rehearsal Stage,01/01/2013,31/12/2014,Standard Retail,LEGO Friends,,
41006,6024526,Downtown Bakery,01/08/2013,31/12/2014,Standard Retail,LEGO Friends,,
41005,6024532,Heartlake High,01/08/2013,31/12/2014,Standard Retail,LEGO Friends,,
41008,6024534,Heartlake City Pool,01/01/2013,31/12/2014,Standard Retail,LEGO Friends,,
41013,6024536,Emma's Sports Car,01/08/2013,31/12/2014,Standard Retail,LEGO Friends,,
41000,6024543,Water Scooter Fun,01/01/2013,31/12/2014,Standard Retail,LEGO Friends,,
41015,6024549,Dolphin Cruiser,01/08/2013,31/12/2015,Standard Retail,LEGO Friends,649,799
41007,6024560,Heartlake Pet Salon,01/01/2013,31/12/2014,Standard Retail,LEGO Friends,,
79103,6024594,Turtle Lair Attack,01/06/2013,30/04/2014,Standard Retail,Ninja Turtles TM,,
10659,6024642,Vehicle Suitcase,01/01/2013,31/12/2014,Standard Retail,Juniors,,
10660,6024645,House Suitcase,01/01/2013,31/12/2014,Standard Retail,Juniors,,
79100,6024693,Kraang Lab Escape,01/06/2013,30/04/2014,Standard Retail,Ninja Turtles TM,,
76001,6024698,The Bat vs. Bane™: Tumbler Chase,01/01/2013,31/12/2014,Standard Retail,Super Heroes,,
76002,6024700,Superman™: Metropolis Showdown,01/06/2013,30/04/2014,Standard Retail,Super Heroes,,
76003,6024702,Superman™: Battle of Smallville,01/06/2013,30/04/2014,Standard Retail,Super Heroes,,
76004,6024704,Spider-Man™: Spider-Cycle Chase,01/01/2013,31/12/2014,Standard Retail,Super Heroes,,
76005,6024706,Spider-Man™: Daily Bugle Showdown,01/01/2013,31/12/2014,Standard Retail,Super Heroes,,
76006,6024708,Iron Man™: Extremis™ Sea Port Battle,01/06/2013,30/04/2014,Standard Retail,Super Heroes,,
76007,6024710,Iron Man™: Malibu Mansion Attack,01/06/2013,30/04/2014,Standard Retail,Super Heroes,,
70503,6024737,The Golden Dragon,01/01/2013,31/12/2014,Standard Retail,Ninjago,,
70505,6024741,Temple of Light,01/01/2013,31/12/2014,Standard Retail,Ninjago,,
42000,6024750,Grand Prix Racer,01/03/2013,31/12/2014,Standard Retail,Technic,,
42001,6024752,Mini Off-Roader,01/08/2013,31/12/2014,Standard Retail,Technic,,
42002,6024754,Hovercraft,01/01/2013,31/12/2014,Standard Retail,Technic,,
42004,6024756,Mini Backhoe Loader,01/01/2013,31/12/2014,Standard Retail,Technic,,
70400,6024761,Forest Ambush,01/08/2013,31/12/2014,Standard Retail,Castle,,
70401,6024764,Gold Getaway,01/08/2013,31/12/2014,Standard Retail,Castle,,
70402,6024769,The Gatehouse Raid,01/08/2013,31/12/2014,Standard Retail,Castle,,
10552,6024770,Creative Cars,01/01/2013,31/12/2015,Standard Retail,DUPLO My First,179.95,249
10553,6024773,Toddler Build and Play Cubes,01/01/2013,31/12/2014,Standard Retail,DUPLO My First,,
70403,6024774,Dragon Mountain,01/08/2013,31/12/2014,Standard Retail,Castle,,
70404,6024776,King's Castle,01/08/2013,31/12/2014,Standard Retail,Castle,,
10554,6024779,Toddler Build and Pull Along,01/01/2013,31/12/2015,Standard Retail,DUPLO My First,149.95,199
10558,6024812,Number Train,01/01/2013,31/12/2015,Standard Retail,DUPLO My First,179.95,249
10500,6024818,Horse Stable,01/01/2013,31/12/2015,Standard Retail,DUPLO Town,249.95,349
10504,6024821,My First Circus,01/01/2013,31/12/2014,Standard Retail,DUPLO Town,,
10505,6024823,Play House,01/01/2013,31/12/2016,Standard Retail,DUPLO Town,549,699
10550,6024824,Circus Transport,01/01/2013,31/12/2014,Standard Retail,DUPLO Town,,
10561,6024836,Toddler Starter Building Set,01/01/2013,31/12/2014,Standard Retail,DUPLO My First,,
10512,6024838,Jake's Treasure Hunt,01/06/2013,31/12/2014,Standard Retail,DUPLO Jake,,
10513,6024854,Never Land Hideout,01/06/2013,31/12/2014,Standard Retail,DUPLO Jake,,
10514,6024857,Jake's Pirate Ship Bucky,01/06/2013,31/12/2015,Standard Retail,DUPLO Jake,449,599
10509,6024860,Dusty and Chug,01/08/2013,31/12/2014,Standard Retail,DUPLO Planes TM,,
10510,6024864,Ripslinger's Air Race,01/08/2013,31/12/2015,Standard Retail,DUPLO Planes TM,249.95,349
10511,6024868,Skipper's Flight School,01/08/2013,31/12/2014,Standard Retail,DUPLO Planes TM,,
10515,6024870,Ariel's Undersea Castle,01/01/2013,31/12/2014,Standard Retail,DUPLO Princess TM,,
60019,6024965,Stunt Plane,01/08/2013,31/12/2014,Standard Retail,City Airport,,
60020,6024971,Cargo Truck,01/08/2013,31/12/2014,Standard Retail,City Airport,,
60021,6024976,Cargo Heliplane,01/08/2013,31/12/2014,Standard Retail,City Airport,,
60022,6024977,Cargo Terminal,01/08/2013,31/12/2014,Standard Retail,City Airport,,
60011,6024980,Surfer Rescue,01/06/2013,31/12/2014,Standard Retail,City Coast Guard,,
60012,6024982,4x4 & Diving Boat,01/06/2013,31/07/2015,Standard Retail,City Coast Guard,129.95,149
60014,6024986,Coast Guard Patrol,01/06/2013,31/12/2014,Standard Retail,City Coast Guard,,
60023,6024997,LEGO® City Starter Set,01/06/2013,31/12/2014,Standard Retail,City Town,,
60025,6025046,Grand Prix Truck,01/06/2013,31/12/2014,Standard Retail,City Great Vehicles,,
42006,6025047,Excavator,01/01/2013,31/12/2014,Standard Retail,Technic,,
75022,6025072,Mandalorian™ Speeder,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75021,6025074,Republic Gunship™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75020,6025080,Jabba's Sail Barge™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75019,6025082,AT-TE™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75018,6025084,Jek-14's ™ Stealth Starfighter,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75017,6025086,Duel on Geonosis™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75016,6025088,Homing Spider Droid™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75015,6025090,Corporate Alliance Tank Droid™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75013,6025094,Umbaran MHC™ (Mobile Heavy Cannon),01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75012,6025096,BARC Speeder™ with Sidecar,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75005,6025098,Rancor™ Pit,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75004,6025100,Z-95 Headhunter™,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75003,6025102,A-wing Starfighter™,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75002,6025104,AT-RT™,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75001,6025106,Republic Troopers™ vs Sith™ Troopers,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75000,6025108,Clone Troopers™ vs. Droidekas™,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
70205,6025163,CHI Razar,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70204,6025169,CHI Worriz,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70203,6025171,CHI Cragger,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70202,6025174,CHI Gorzan,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70201,6025179,CHI Eris,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70200,6025184,CHI Laval,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
79005,6025200,The Wizard Battle,01/06/2013,31/12/2014,Standard Retail,LofTR and Hobbit,,
79006,6025202,The Council of Elrond,01/06/2013,30/04/2014,Standard Retail,LofTR and Hobbit,,
79007,6025204,Battle at the Black Gate,01/06/2013,30/04/2014,Standard Retail,LofTR and Hobbit,,
79008,6025206,Pirate Ship Ambush,01/06/2013,30/04/2014,Standard Retail,LofTR and Hobbit,,
42007,6025212,Moto Cross Bike,01/01/2013,31/12/2014,Standard Retail,Technic,,
42008,6025214,Service Truck,01/08/2013,31/12/2015,Standard Retail,Technic,999,1299
42009,6025221,Mobile Crane MK II,01/08/2013,31/12/2015,Standard Retail,Technic,1599,2199
42010,6025225,Off-road Racer,01/01/2013,31/12/2014,Standard Retail,Technic,,
42011,6025228,Race Car,01/01/2013,31/12/2014,Standard Retail,Technic,,
31313,6024568,LEGO® MINDSTORMS® EV3,01/09/2013,31/12/2016,Standard Retail,MINDSTORMS,2999,3999
10519,6033094,Garbage Truck,01/01/2013,31/12/2014,Standard Retail,DUPLO Town,,
10520,6033097,Big Front Loader,01/01/2013,31/12/2014,Standard Retail,DUPLO Town,,
76008,6043504,Iron Man™ vs. The Mandarin™: Ultimate Sh,01/06/2013,30/04/2014,Standard Retail,Super Heroes,,
76009,6043541,Superman™: Black Zero Escape,01/06/2013,30/04/2014,Standard Retail,Super Heroes,,
79011,6052798,Dol Guldur Ambush,15/12/2013,31/12/2015,Standard Retail,LofTR and Hobbit,,
79012,6052800,Mirkwood™ Elf Army,15/12/2013,31/12/2015,Standard Retail,LofTR and Hobbit,349,449
79013,6052803,Lake-town Chase,15/12/2013,31/12/2015,Standard Retail,LofTR and Hobbit,,
79014,6052805,Dol Guldur Battle,15/12/2013,31/12/2015,Standard Retail,LofTR and Hobbit,749,899
60053,6056695,Race Car,01/03/2014,31/12/2015,Standard Retail,City Great Vehicles,99.95,99
60054,6056697,Light Repair Truck,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,99.95,99
60055,6056699,Monster Truck,01/03/2014,31/12/2015,Standard Retail,City Great Vehicles,99.95,99
60056,6056701,Tow Truck,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,179.95,249
44015,6058903,EVO Walker,01/03/2014,31/07/2014,Standard Retail,Hero Factory,79.95,99
44016,6058906,JAW Beast vs. STORMER,01/03/2014,31/07/2014,Standard Retail,Hero Factory,79.95,99
44017,6058909,STORMER Freeze Machine,01/03/2014,31/07/2014,Standard Retail,Hero Factory,129.95,179
44018,6058913,FURNO Jet Machine,01/03/2014,31/07/2014,Standard Retail,Hero Factory,129.95,179
44019,6058916,ROCKA Stealth Machine,01/03/2014,31/07/2014,Standard Retail,Hero Factory,129.95,179
44020,6058920,FLYER Beast vs. BREEZ,01/03/2014,31/07/2014,Standard Retail,Hero Factory,129.95,179
44021,6058988,SPLITTER Beast vs. FURNO & EVO,01/03/2014,31/07/2014,Standard Retail,Hero Factory,179.95,249
44022,6058991,EVO XL Machine,01/03/2014,31/07/2014,Standard Retail,Hero Factory,229.95,299
60041,6059001,Crook Pursuit,01/01/2014,31/12/2016,Standard Retail,City Police,49.95,59
60042,6059004,High Speed Police Chase,01/01/2014,31/12/2016,Standard Retail,City Police,129.95,149
60043,6059007,Prisoner Transporter,01/01/2014,31/12/2016,Standard Retail,City Police,179.95,249
60044,6059034,Mobile Police Unit,01/01/2014,31/12/2016,Standard Retail,City Police,249.95,349
60045,6059042,Police Patrol,01/01/2014,31/12/2014,Standard Retail,City Police,349,499
60046,6059046,Helicopter Surveillance,01/01/2014,31/12/2016,Standard Retail,City Police,549,699
60047,6059048,Police Station,01/01/2014,31/12/2016,Standard Retail,City Police,899,1199
10566,6059051,Creative Picnic,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,249.95,349
10567,6059058,Toddler Build and Boat Fun,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,149.95,199
60057,6059059,Camper Van,01/03/2014,31/12/2015,Standard Retail,City Great Vehicles,179.95,249
60058,6059062,SUV with Watercraft,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,179.95,249
60059,6059064,Logging Truck,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,179.95,249
10570,6059067,LEGO® DUPLO® All-in-One-Gift-Set,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,149.95,199
10571,6059070,LEGO® DUPLO® All-in-One-Pink-Box-of-Fun,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,249.95,349
10572,6059072,LEGO® DUPLO® All-in-One-Box-of-Fun,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,249.95,349
71004,6059136,LEGO® Minifigures - The LEGO Movie Serie,01/01/2014,31/12/2014,Standard Retail,LEGO Minifigures,19.95,25
60060,6059138,Auto Transporter,01/03/2014,31/12/2015,Standard Retail,City Great Vehicles,249.95,349
60061,6059141,Airport Fire Truck,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,249.95,349
41026,6059293,Sunshine Harvest,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,179.95,249
41027,6059295,Mia's Lemonade Stand,01/01/2014,31/12/2014,Standard Retail,LEGO Friends,99.95,129
41028,6059297,Emma's Lifeguard Post,01/01/2014,31/12/2014,Standard Retail,LEGO Friends,99.95,129
41029,6059300,Stephanie's New Born Lamb,01/01/2014,31/07/2015,Standard Retail,LEGO Friends,99.95,129
41035,6059302,Heartlake Juice Bar,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,299.95,399
41037,6059304,Stephanie's Beach House,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,349,499
41039,6059306,Sunshine Ranch,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,649,799
41056,6059308,Heartlake News Van,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,229.95,299
31013,6060851,Red Thunder,01/03/2014,31/12/2014,Standard Retail,LEGO Creator,39.95,49
10573,6060859,Creative Animals,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,129.95,179
10574,6060861,Creative Ice Cream,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,129.95,179
31014,6060865,Power Digger,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,39.95,49
31015,6060873,Emerald Express,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,39.95,49
31017,6060875,Sunset Speeder,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,99.95,129
31018,6060877,Highway Cruiser,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,99.95,129
10576,6060879,Zoo Care,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,59.95,79
31019,6060880,Forest Animals,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,149.95,199
31020,6060883,Twinblade Adventures,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,129.95,179
31021,6060885,Furry Creatures,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,149.95,199
31022,6060888,Turbo Quad,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,179.95,249
31025,6060892,Mountain Hut,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,349,499
75028,6060894,Clone Turbo Tank™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
75029,6060900,AAT™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
75030,6060904,Millennium Falcon™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
75031,6060906,TIE Interceptor™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
70720,6060908,Hover Hunter,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
75032,6060909,X-Wing Fighter™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
75033,6060911,Star Destroyer™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
70721,6060914,Kai Fighter,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
75034,6060916,Death Star Troopers™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,129.95,149
70722,6060917,OverBorg Attack,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
70723,6060920,Thunder Raider,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
75035,6060922,Kashyyyk Troopers™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,129.95,149
70724,6060924,NinjaCopter,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
70725,6060926,Nindroid MechDragon,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
75036,6060927,Utapau Troopers™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,129.95,149
75037,6060932,Battle on Saleucami™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,179.95,249
