identifier,name,price,url,brand,category,image_url,stock
TM/A,Time Wig by Natural Image,195,http://www.naturalimagewigs.co.uk/Time.html,Inspired,Wigs,http://www.naturalimagewigs.co.uk/images/T/time_t.jpg,in stock
TLS,Timeless Wig by Natural Image,75,http://www.naturalimagewigs.co.uk/Timeless-wig.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/timeless_t.png,in stock
z6394/A,ToniAnn Wig by Especially Yours,59,http://www.naturalimagewigs.co.uk/ToniAnn-Wig-by-Especially-Yours.html,Especially Yours,Wigs,http://www.naturalimagewigs.co.uk/images/T/THUMB-06.jpg,in stock
TB,Top Billing Hairpiece by Raquel Welch,199,http://www.naturalimagewigs.co.uk/Top-Billing-Hairpiece-by-Raquel-Welch.html,Raquel Welch,Hairpieces,http://www.naturalimagewigs.co.uk/images/T/Top-Billing--Thumb.jpg,in stock
2540,Tova Wig by Amore,207,http://www.naturalimagewigs.co.uk/Tova-Wig-by-Amore.html,Amore,Wigs,http://www.naturalimagewigs.co.uk/images/T/Tova%20T.jpeg,in stock
TER/S,Towelling Turban,11,http://www.naturalimagewigs.co.uk/Towelling-Turban1.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/P/turban-terry-palepink.jpg,in stock
TER/L,Towelling Turban,11,http://www.naturalimagewigs.co.uk/Towelling-Turban1.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/W/towel_turb_lilac.jpg,in stock
TER/N,Towelling Turban,11,http://www.naturalimagewigs.co.uk/Towelling-Turban1.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/W/towel_turb_navy.jpg,in stock
TER/CR,Towelling Turban,11,http://www.naturalimagewigs.co.uk/Towelling-Turban1.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/W/towel_turb_cream.jpg,in stock
TER/P,Towelling Turban,11,http://www.naturalimagewigs.co.uk/Towelling-Turban1.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/W/towel_turb_pink.jpg,in stock
TER/W,Towelling Turban,11,http://www.naturalimagewigs.co.uk/Towelling-Turban1.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/W/towel_turb_white.jpg,in stock
TER/B,Towelling Turban,11,http://www.naturalimagewigs.co.uk/Towelling-Turban1.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/W/towel_turb_black.jpg,in stock
TRA/P,Tracy Wig by Joan Collins,125,http://www.naturalimagewigs.co.uk/Tracy-Wig-by-Joan-Collins.html,Dynasty Hairstyles by Joan Collins,Wigs,http://www.naturalimagewigs.co.uk/images/T/jc_tracy_t-01.jpg,in stock
TRS,Trend Setter Wig by Raquel Welch,149,http://www.naturalimagewigs.co.uk/Trend-Setter-Wig-by-Raquel-Welch.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/trend-setter-thumb.jpg,in stock
TC,Tres Chic Wig by Raquel Welch,99,http://www.naturalimagewigs.co.uk/Tres-Chic.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/tres_chic_t.jpg,in stock
PYTR,Trisha Wig by Paula Young (A),95,http://www.naturalimagewigs.co.uk/Trisha.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/2014-01-py-trisha-th.jpg,in stock
PYTR/L,Trisha Wig by Paula Young (L),95,http://www.naturalimagewigs.co.uk/Trisha-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/2014-01-py-trisha-th.jpg,in stock
PYTR/MP,Trisha Wig by Paula Young (MP) ,95,http://www.naturalimagewigs.co.uk/Trisha-Wig-by-Paula-Young-A.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/2014-01-py-trisha-th.jpg,in stock
PYTR/P,Trisha Wig by Paula Young (P),95,http://www.naturalimagewigs.co.uk/Trisha-Wig-by-Paula-Young-P.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/2014-01-py-trisha-th.jpg,in stock
TUS,Tuscany Human Hair Wig by RW Grande,2200,http://www.naturalimagewigs.co.uk/Tuscany-Human-Hair-Wig-by-RW-Grande.html,RW Grand,Wigs,http://www.naturalimagewigs.co.uk/images/T/tuscany_THUMB.jpg,in stock
TYLE03/A,Tyler Wig by Paula Young,75,http://www.naturalimagewigs.co.uk/Tyler-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/tyler_t.jpg,in stock
PYUL,Ultimo Wig by Paula Young (A),97,http://www.naturalimagewigs.co.uk/Ultimo-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Ultimo_Sept_T.jpg,in stock
PYUL/P,Ultimo Wig by Paula Young (P),97,http://www.naturalimagewigs.co.uk/Ultimo-Wig-by-Paula-Young-P.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Ultimo_Sept_T.jpg,in stock
UPS,Upstage Lace Front Wig by Raquel Welch,349,http://www.naturalimagewigs.co.uk/Upstage-Wig-by-Raquel-Welch.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/Upstage%20Thumb.jpg,in stock
VAL,Valencia Wig by Jacqueline,85,http://www.naturalimagewigs.co.uk/Valencia.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Valencia_73-th.jpg,in stock
VEL/C,Velveteen Turban,10.5,http://www.naturalimagewigs.co.uk/Velveteen-Turban.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/W/claret.jpg,in stock
VEL/BG,Velveteen Turban,10.5,http://www.naturalimagewigs.co.uk/Velveteen-Turban.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/W/bottle_green.jpg,in stock
VEN,Venice Human Hair Wig by RW Grand,1400,http://www.naturalimagewigs.co.uk/Venice-Human-Hair-Wig-by-RW-Grand.html,RW Grand,Wigs,http://www.naturalimagewigs.co.uk/images/T/venice_THUMB.jpg,in stock
VENT01,Venture Wig by Natural Image,89,http://www.naturalimagewigs.co.uk/Venture-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/venture_t.jpg,in stock
VER,Vernice Wig by Natural Image,74,http://www.naturalimagewigs.co.uk/Vernice.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/vernice_t.jpg,in stock
2613,Veronica Wig by Amore,300,http://www.naturalimagewigs.co.uk/Veronica-Wig-by-Amore.html,Amore,Wigs,http://www.naturalimagewigs.co.uk/images/T/Veronica%20T.jpeg,in stock
VB,Vibrant Wig by Raquel Welch,149,http://www.naturalimagewigs.co.uk/Vibrant-Wig-by-Raquel-Welch.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/2014-rw-vibrant-th.jpg,in stock
VIC,Vicky Wig by Natural Image,80,http://www.naturalimagewigs.co.uk/Vicky-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/vicky_t.jpg,in stock
VI,Victoria Wig by Hot Hair,85,http://www.naturalimagewigs.co.uk/Victoria-Wig.html,Hothair,Wigs,http://www.naturalimagewigs.co.uk/images/T/victoria_t-02.jpg,in stock
FV,Victoria Wig by Jacqueline,79,http://www.naturalimagewigs.co.uk/Victoria.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Victoria_956-th.jpg,in stock
VTA/P,Victoria Wig by Joan Collins,110,http://www.naturalimagewigs.co.uk/Victoria-Wig-by-Joan-Collins.html,Dynasty Hairstyles by Joan Collins,Wigs,http://www.naturalimagewigs.co.uk/images/T/jc_victoria_t-01.jpg,in stock
MV,Vienna Wig by Jacqueline,75,http://www.naturalimagewigs.co.uk/Vienna-MV.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Vienna_343-th.jpg,in stock
PYVI,Vienna Wig by Paula Young (A),119,http://www.naturalimagewigs.co.uk/Vienna.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/vienna_t.jpg,in stock
PYVI/L,Vienna Wig by Paula Young (L),119,http://www.naturalimagewigs.co.uk/Vienna-Wig-by-Paula-Young-L.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/vienna_t.jpg,in stock
PYVI/P,Vienna Wig by Paula Young (P),119,http://www.naturalimagewigs.co.uk/Vienna-Wig-by-Paula-Young-P.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/vienna_t.jpg,in stock
PYVK/A,Vikki Wig by Paula Young,89,http://www.naturalimagewigs.co.uk/Vikki-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A3435_Vicki-THUMB.jpg,in stock
VIOL/P,Violet Wig by Jacqueline,75,http://www.naturalimagewigs.co.uk/Violet-Wig-by-Jacqueline.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Violet_1148-th.jpg,in stock
VIOL03/A,Violet Wig by Paula Young,79,http://www.naturalimagewigs.co.uk/Violet-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/t_violetoriginalthumb.jpg,in stock
DZ,Virginia Wig by Jacqueline,75,http://www.naturalimagewigs.co.uk/Virginia.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Virginia_181-th.jpg,in stock
ZVI,Virgo Wig by Natural Image,80,http://www.naturalimagewigs.co.uk/Virgo-Wig.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/virgo_t-01.jpg,in stock
VOL,Voltage Wig by Raquel Welch,149,http://www.naturalimagewigs.co.uk/Voltage-Wig-by-Raquel-Welch.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/2014-01-rw-voltage-th.jpg,in stock
PYVOL,Volumize Hairpiece by Paula Young,69,http://www.naturalimagewigs.co.uk/Volumize-Hairpiece-by-Paula-Young.html,Paula Young,Hairpieces,http://www.naturalimagewigs.co.uk/images/T/xctmps8FE2Z.png,in stock
Z2702,Wanita Wig by Especially Yours,49,http://www.naturalimagewigs.co.uk/Wanita-Wig-by-Especially-Yours.html,Especially Yours,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmpBftaNP.png,in stock
WW,Wavy Wrap by Hot Hair,13.2,http://www.naturalimagewigs.co.uk/Wavy-Wrap-by-hot-hair.html,Hothair,Hairpieces,http://www.naturalimagewigs.co.uk/images/T/wavywrap_t.jpg,in stock
PYWE,Wendy by Paula Young (A),79,http://www.naturalimagewigs.co.uk/Wendy-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/WEND-THUMB.jpg,in stock
PYWE/P,Wendy by Paula Young (P),79,http://www.naturalimagewigs.co.uk/Wendy-by-Paula-Young-P.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/WEND-THUMB.jpg,in stock
2539,Wendy Wig by Amore,196,http://www.naturalimagewigs.co.uk/Wendy-Wig-by-Amore.html,Amore,Wigs,http://www.naturalimagewigs.co.uk/images/T/Wendy%20T.jpeg,in stock
WH,Whisper Wig by Raquel Welch,130,http://www.naturalimagewigs.co.uk/Whisper-Wig-by-Raquel-Welch.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/whisper_t.jpg,in stock
PYADW/A,Whisperlite Adelaide Wig by Paula Young,105,http://www.naturalimagewigs.co.uk/Whsiperlite-Adelaide-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmpDfiCMj.png,in stock
PYANGW/A,Whisperlite Angel Wig by Paula Young,95,http://www.naturalimagewigs.co.uk/Whisperlite-Angel-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmp3svGLT.png,in stock
PYWBE/A,Whisperlite Beth by Paula Young,79,http://www.naturalimagewigs.co.uk/Whisperlite-Beth.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/whisperlite_beth_t.jpg,in stock
PYCWM/A,Whisperlite Colour Me Beautiful Wig by Paula Young,99,http://www.naturalimagewigs.co.uk/WL-Colour-Me-Beautiful-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A5036WL_ColourMBEautiful-THUMB.jpg,in stock
PYWCE/A,Whisperlite Colour Me Exquisite Wig by Paula Young,79,http://www.naturalimagewigs.co.uk/Whisperlite-Colour-Me-Exquisite.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/whispelite_col_me_exq_t.jpg,in stock
PYIVW,Whisperlite Ivy Wig by Paula Young,95,http://www.naturalimagewigs.co.uk/Whisperlite-Ivy-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmp4BHfW2.png,in stock
PYSAPW,Whisperlite Sapphire Wig by Paula Young,79,http://www.naturalimagewigs.co.uk/Whisperlite-Sapp-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A6040-SAPPHIRE-WL-thumb.jpg,in stock
PYSEW,Whisperlite Sensational Wig by Paula Young,95,http://www.naturalimagewigs.co.uk/Whisperlite-Sensational-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A6047-Sensational-WL-Thumb.jpg,in stock
PYCM,Whisperlite Colleen Wig by Paula Young (A),89,http://www.naturalimagewigs.co.uk/Whisperlite-R-Colleen.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/colleen_whisperlite.jpg,in stock
PYCM/L,Whisperlite Colleen Wig by Paula Young (L),89,http://www.naturalimagewigs.co.uk/Whisperlite-R-Colleen-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/colleen_whisperlite.jpg,in stock
PYCM/P,Whisperlite Colleen Wig by Paula Young (P),89,http://www.naturalimagewigs.co.uk/Whisperlite-R-Colleen-Wig-by-Paula-Young-P.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/colleen_whisperlite.jpg,in stock
2612,Whitney Wig by Amore,300,http://www.naturalimagewigs.co.uk/Whitney-Wig-by-Amore.html,Amore,Wigs,http://www.naturalimagewigs.co.uk/images/T/Whitney%20T.jpeg,in stock
SKU_116,Wig Stand,3.95,http://www.naturalimagewigs.co.uk/Wig-Stand.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/wigstand_t.jpg,in stock
STT,Wig Tape,5.95,http://www.naturalimagewigs.co.uk/Wig-Tape.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/wigtape_t.jpg,in stock
WLW/A,Willow Wig by Natural Image,89,http://www.naturalimagewigs.co.uk/Willow-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmpVj2gPF.png,in stock
 Z2703,Winifred Wig by Especially Yours,55,http://www.naturalimagewigs.co.uk/Winifred-Wig-by-Especially-Yours.html,Especially Yours,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmpJ7jItk.png,in stock
WNR,Winner Wig by Raquel Welch,139,http://www.naturalimagewigs.co.uk/Winner-Wig-by-Raquel-Welch.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/winner-300x400_t.jpg,in stock
PYWA,Wisped Away Wig by Paula Young (A),75,http://www.naturalimagewigs.co.uk/Wisped-Away.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/wisped_away_t-01.jpg,in stock
PYWA/P,Wisped Away Wig by Paula Young (P),75,http://www.naturalimagewigs.co.uk/Wisped-Away-Wig-by-Paula-Young-P.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/wisped_away_t-01.jpg,in stock
WOND,Wonder Wig by Natural Image,179,http://www.naturalimagewigs.co.uk/Wonder-Wig-by-Natural-Image.html,Inspired,Wigs,http://www.naturalimagewigs.co.uk/images/T/wonder_t.jpg,in stock
BRU,Wooden Wig Brush,5.95,http://www.naturalimagewigs.co.uk/Wooden-Wig-Brush.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/wigbrush_t-01.jpg,in stock
PYYN/A,Yvonne Wig by Paula Young,79,http://www.naturalimagewigs.co.uk/Yvonne.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/yvonne_t.jpg,in stock
ZA,Zante Wig by Jacqueline,79,http://www.naturalimagewigs.co.uk/Zante.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Zante_475-th.jpg,in stock
ZR/P,Zara Wig by Natural Image,75,http://www.naturalimagewigs.co.uk/Zara-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/zara_t.jpg,in stock
